"","gene_name","gene_type","total","known","ISM.pre","ISM.suffix","NIC","NNC"
"19766","SLC4A4","protein_coding",4,2,2,0,0,0
"19767","SLC4A7","protein_coding",41,3,8,23,9,0
"19768","SLC4A8","protein_coding",16,5,3,3,3,2
"19769","SLC50A1","protein_coding",7,4,1,3,0,0
"19770","SLC52A2","protein_coding",10,6,0,2,2,0
"19771","SLC52A3","protein_coding",4,4,0,0,0,0
"19772","SLC5A3","protein_coding",1,1,0,0,0,0
"19773","SLC5A4-AS1","lncRNA",2,1,1,0,0,0
"19774","SLC5A6","protein_coding",24,1,0,7,14,2
"19775","SLC5A7","protein_coding",1,1,0,0,0,0
"19776","SLC5A8","protein_coding",2,1,0,0,0,1
"19777","SLC66A1","protein_coding",13,6,3,1,2,1
"19778","SLC66A1L","protein_coding",3,3,0,0,0,0
"19779","SLC66A2","protein_coding",9,3,1,5,0,0
"19780","SLC66A3","protein_coding",8,6,0,1,1,0
"19781","SLC6A1","protein_coding",35,21,3,10,1,0
"19782","SLC6A11","protein_coding",11,2,3,3,2,1
"19783","SLC6A12","protein_coding",3,2,0,1,0,0
"19784","SLC6A13","protein_coding",1,0,0,0,0,0
"19785","SLC6A15","protein_coding",25,4,4,13,4,2
"19786","SLC6A17","protein_coding",7,1,1,5,0,0
"19787","SLC6A20","protein_coding",3,2,1,1,0,0
"19788","SLC6A6","protein_coding",8,0,2,4,3,0
"19789","SLC6A7","protein_coding",4,2,1,0,0,1
"19790","SLC6A8","protein_coding",14,2,0,11,1,0
"19791","SLC6A9","protein_coding",9,5,1,0,3,0
"19792","SLC7A1","protein_coding",15,1,0,10,1,3
"19793","SLC7A10","protein_coding",2,2,0,0,0,0
"19794","SLC7A11","protein_coding",1,1,0,0,0,0
"19795","SLC7A11-AS1","lncRNA",1,1,0,0,0,0
"19796","SLC7A14","protein_coding",1,1,0,0,0,0
"19797","SLC7A2","protein_coding",1,1,0,0,0,0
"19798","SLC7A3","protein_coding",2,2,0,0,0,0
"19799","SLC7A4","protein_coding",2,2,0,0,0,0
"19800","SLC7A5","protein_coding",12,2,0,7,0,3
"19801","SLC7A5P1","unprocessed_pseudogene",1,1,0,0,0,0
"19802","SLC7A5P2","transcribed_processed_pseudogene",1,1,0,0,0,0
"19803","SLC7A6","protein_coding",16,6,3,4,4,1
"19804","SLC7A6OS","protein_coding",14,3,5,4,3,1
"19805","SLC7A7","protein_coding",5,5,0,0,0,0
"19806","SLC7A8","protein_coding",6,4,0,0,1,1
"19807","SLC8A1","protein_coding",13,4,2,3,3,1
"19808","SLC8A1-AS1","lncRNA",1,1,0,0,0,0
"19809","SLC8A2","protein_coding",16,3,0,7,5,1
"19810","SLC8A3","protein_coding",16,5,0,6,4,1
"19811","SLC8B1","protein_coding",4,2,1,2,0,0
"19812","SLC9A1","protein_coding",5,3,0,1,1,0
"19813","SLC9A2","protein_coding",1,1,0,0,0,0
"19814","SLC9A3-AS1","lncRNA",7,6,1,1,0,0
"19815","SLC9A3R1","protein_coding",3,3,0,0,0,0
"19816","SLC9A3R2","protein_coding",6,6,0,0,0,0
"19817","SLC9A4","protein_coding",1,1,0,0,0,0
"19818","SLC9A5","protein_coding",1,1,0,0,0,0
"19819","SLC9A6","protein_coding",28,7,1,16,3,1
"19820","SLC9A7","protein_coding",2,1,0,0,1,0
"19821","SLC9A7P1","transcribed_processed_pseudogene",1,1,0,0,0,0
"19822","SLC9A8","protein_coding",9,3,2,2,1,1
"19823","SLC9A9","protein_coding",5,2,2,0,1,0
"19824","SLC9B2","protein_coding",36,6,15,2,12,1
"19825","SLCO1A2","protein_coding",2,0,0,0,2,0
"19826","SLCO1B1","protein_coding",1,1,0,0,0,0
"19827","SLCO1C1","protein_coding",23,7,6,8,2,2
"19828","SLCO2A1","protein_coding",2,2,0,0,0,0
"19829","SLCO2B1","protein_coding",18,6,0,8,3,1
"19830","SLCO3A1","protein_coding",7,6,0,1,0,0
"19831","SLCO4A1","protein_coding",7,4,2,0,1,0
"19832","SLCO4C1","protein_coding",1,1,0,0,0,0
"19833","SLCO5A1","protein_coding",6,3,0,3,0,0
"19834","SLF1","protein_coding",21,4,5,7,3,2
"19835","SLF2","protein_coding",29,4,8,15,2,1
"19836","SLFN11","protein_coding",2,1,0,0,1,0
"19837","SLFN12","protein_coding",3,2,0,0,1,0
"19838","SLFN13","protein_coding",2,2,0,0,0,0
"19839","SLFN5","protein_coding",2,2,0,0,0,0
"19840","SLFNL1","protein_coding",2,2,0,0,0,0
"19841","SLIRP","protein_coding",9,7,0,0,0,2
"19842","SLIT1","protein_coding",52,2,12,34,5,3
"19843","SLIT2","protein_coding",3,2,1,0,0,0
"19844","SLIT3","protein_coding",1,0,0,1,0,0
"19845","SLITRK1","protein_coding",1,1,0,0,0,0
"19846","SLITRK2","protein_coding",13,2,1,3,4,3
"19847","SLITRK3","protein_coding",3,3,0,0,0,0
"19848","SLITRK4","protein_coding",2,1,1,0,0,0
"19849","SLITRK5","protein_coding",7,1,1,0,0,5
"19850","SLITRK6","protein_coding",2,2,0,0,0,0
"19851","SLK","protein_coding",14,1,2,12,0,0
"19852","SLMAP","protein_coding",27,7,10,6,5,0
"19853","SLN","protein_coding",1,1,0,0,0,0
"19854","SLTM","protein_coding",78,13,35,17,17,0
"19855","SLU7","protein_coding",20,2,7,8,4,1
"19856","SLX1A","protein_coding",5,3,0,2,0,0
"19857","SLX1A-SULT1A3","lncRNA",13,3,0,2,6,1
"19858","SLX1B","protein_coding",3,3,0,0,0,0
"19859","SLX1B-SULT1A4","lncRNA",4,2,0,0,2,0
"19860","SLX4","protein_coding",5,2,3,1,0,0
"19861","SLX4IP","protein_coding",4,1,1,0,1,1
"19862","SMAD1","protein_coding",12,6,0,2,3,1
"19863","SMAD2","protein_coding",21,7,1,7,6,0
"19864","SMAD3","protein_coding",2,2,0,0,0,0
"19865","SMAD4","protein_coding",19,5,0,9,3,2
"19866","SMAD5","protein_coding",12,2,3,5,2,0
"19867","SMAD5-AS1","lncRNA",1,1,0,0,0,0
"19868","SMAD6","protein_coding",2,2,0,0,0,0
"19869","SMAD7","protein_coding",5,5,0,0,0,0
"19870","SMAD9","protein_coding",9,3,1,2,3,0
"19871","SMAGP","protein_coding",2,2,0,0,0,0
"19872","SMAP1","protein_coding",25,4,5,9,4,3
"19873","SMAP2","protein_coding",11,2,0,8,0,0
"19874","SMARCA1","protein_coding",57,3,19,31,9,2
"19875","SMARCA2","protein_coding",67,19,11,42,3,1
"19876","SMARCA4","protein_coding",141,19,7,112,6,0
"19877","SMARCA5","protein_coding",47,2,16,25,4,2
"19878","SMARCA5-AS1","lncRNA",1,1,0,0,0,0
"19879","SMARCAD1","protein_coding",60,4,9,43,4,1
"19880","SMARCAL1","protein_coding",15,4,1,1,9,0
"19881","SMARCB1","protein_coding",29,11,2,4,8,4
"19882","SMARCC1","protein_coding",50,2,19,31,4,1
"19883","SMARCC2","protein_coding",24,6,12,1,4,1
"19884","SMARCD1","protein_coding",38,6,4,11,18,1
"19885","SMARCD2","protein_coding",3,2,0,1,0,0
"19886","SMARCD3","protein_coding",33,7,1,16,9,0
"19887","SMARCE1","protein_coding",42,36,5,0,1,0
"19888","SMARCE1P1","processed_pseudogene",1,1,0,0,0,0
"19889","SMARCE1P5","processed_pseudogene",1,1,0,0,0,0
"19890","SMC1A","protein_coding",47,2,14,28,8,1
"19891","SMC2","protein_coding",48,2,15,22,7,4
"19892","SMC2-AS1","lncRNA",1,1,0,0,0,0
"19893","SMC3","protein_coding",56,1,21,30,6,2
"19894","SMC4","protein_coding",53,5,27,30,2,0
"19895","SMC5","protein_coding",36,2,23,3,6,3
"19896","SMC5-AS1","lncRNA",2,2,0,0,0,0
"19897","SMC6","protein_coding",28,4,15,10,1,0
"19898","SMCHD1","protein_coding",31,5,20,5,1,1
"19899","SMCO4","protein_coding",2,2,0,0,0,0
"19900","SMCR5","lncRNA",1,1,0,0,0,0
"19901","SMCR8","protein_coding",1,1,0,0,0,0
"19902","SMDT1","protein_coding",24,3,5,5,11,2
"19903","SMG1","protein_coding",56,2,12,43,3,0
"19904","SMG1P1","transcribed_unprocessed_pseudogene",20,2,1,13,2,2
"19905","SMG1P2","unprocessed_pseudogene",8,0,4,0,4,0
"19906","SMG1P3","transcribed_unprocessed_pseudogene",41,2,21,11,8,6
"19907","SMG1P4","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
"19908","SMG1P5","transcribed_unprocessed_pseudogene",10,1,2,3,0,5
"19909","SMG1P6","unprocessed_pseudogene",1,0,0,0,0,1
"19910","SMG1P7","transcribed_unprocessed_pseudogene",3,2,1,1,0,0
"19911","SMG5","protein_coding",50,3,4,19,20,6
"19912","SMG6","protein_coding",25,2,3,16,3,1
"19913","SMG6-IT1","TEC",1,1,0,0,0,0
"19914","SMG7","protein_coding",60,6,10,19,24,1
"19915","SMG7-AS1","lncRNA",1,1,0,0,0,0
"19916","SMG8","protein_coding",6,2,1,1,1,1
"19917","SMG9","protein_coding",18,6,3,2,2,5
"19918","SMIM1","protein_coding",1,1,0,0,0,0
"19919","SMIM10","protein_coding",1,1,0,0,0,0
"19920","SMIM10L1","protein_coding",2,1,0,0,0,0
"19921","SMIM10L2A","protein_coding",1,1,0,0,0,0
"19922","SMIM10L2B","protein_coding",1,1,0,0,0,0
"19923","SMIM11A","protein_coding",6,4,0,1,0,1
"19924","SMIM11B","protein_coding",2,2,0,0,0,0
"19925","SMIM12","protein_coding",6,4,0,0,0,2
"19926","SMIM13","protein_coding",2,1,0,0,0,0
"19927","SMIM14","protein_coding",9,3,0,0,2,4
"19928","SMIM15","protein_coding",6,2,2,1,1,1
"19929","SMIM17","protein_coding",10,2,1,1,4,2
"19930","SMIM18","protein_coding",3,1,0,0,1,1
"19931","SMIM19","protein_coding",6,6,0,0,0,0
"19932","SMIM2","protein_coding",1,1,0,0,0,0
"19933","SMIM2-AS1","lncRNA",4,4,0,0,0,0
"19934","SMIM20","protein_coding",4,3,0,0,0,1
"19935","SMIM26","protein_coding",3,3,0,0,0,0
"19936","SMIM27","protein_coding",5,3,0,1,0,1
"19937","SMIM29","protein_coding",9,7,0,2,0,0
"19938","SMIM3","protein_coding",1,1,0,0,0,0
"19939","SMIM30","protein_coding",4,4,0,0,0,0
"19940","SMIM32","protein_coding",1,1,0,0,0,0
"19941","SMIM34A","protein_coding",1,1,0,0,0,0
"19942","SMIM4","protein_coding",2,1,0,0,0,1
"19943","SMIM7","protein_coding",25,13,1,1,4,7
"19944","SMIM8","protein_coding",15,4,3,2,4,2
"19945","SMKR1","protein_coding",2,2,0,0,0,0
"19946","SMN1","protein_coding",9,4,1,0,4,0
"19947","SMN2","protein_coding",7,5,2,0,0,0
"19948","SMNDC1","protein_coding",13,3,1,4,5,0
"19949","SMO","protein_coding",7,2,0,5,0,0
"19950","SMOC1","protein_coding",23,2,2,14,4,1
"19951","SMOC2","protein_coding",2,2,0,0,0,0
"19952","SMOX","protein_coding",10,3,0,4,2,1
"19953","SMPD1","protein_coding",15,6,4,1,2,2
"19954","SMPD2","protein_coding",4,1,0,0,2,1
"19955","SMPD3","protein_coding",32,5,3,7,12,5
"19956","SMPD4","protein_coding",51,6,0,18,25,2
"19957","SMPDL3A","protein_coding",10,3,0,2,5,0
"19958","SMPDL3B","protein_coding",1,1,0,0,0,0
"19959","SMS","protein_coding",19,2,3,7,5,2
"19960","SMTN","protein_coding",16,4,0,1,10,1
"19961","SMTNL2","protein_coding",3,2,0,0,1,0
"19962","SMU1","protein_coding",8,1,3,2,1,1
"19963","SMUG1","protein_coding",27,9,3,4,12,0
"19964","SMURF1","protein_coding",17,2,0,14,0,1
"19965","SMURF2","protein_coding",18,2,4,13,3,0
"19966","SMYD2","protein_coding",15,4,1,3,7,0
"19967","SMYD3","protein_coding",4,2,1,0,0,1
"19968","SMYD4","protein_coding",7,3,2,1,1,0
"19969","SMYD5","protein_coding",14,2,1,6,3,2
"19970","SNAI1","protein_coding",1,1,0,0,0,0
"19971","SNAI2","protein_coding",4,2,0,1,0,1
"19972","SNAI3-AS1","lncRNA",12,9,3,0,0,0
"19973","SNAP23","protein_coding",10,4,0,2,4,0
"19974","SNAP25","protein_coding",22,3,4,5,6,4
"19975","SNAP25-AS1","lncRNA",7,7,0,0,0,0
"19976","SNAP29","protein_coding",5,3,0,1,1,0
"19977","SNAP47","protein_coding",18,5,4,2,4,3
"19978","SNAP91","protein_coding",44,1,5,23,15,0
"19979","SNAPC1","protein_coding",4,1,3,1,0,0
"19980","SNAPC2","protein_coding",3,3,0,0,0,0
"19981","SNAPC3","protein_coding",40,5,7,7,13,9
"19982","SNAPC4","protein_coding",13,1,0,3,5,4
"19983","SNAPC5","protein_coding",8,7,0,0,1,0
"19984","SNAPIN","protein_coding",4,4,0,0,0,0
"19985","SNCA","protein_coding",10,8,0,2,0,0
"19986","SNCA-AS1","lncRNA",1,1,0,0,0,0
"19987","SNCAIP","protein_coding",64,5,10,13,34,2
"19988","SNCB","protein_coding",7,4,1,1,0,1
"19989","SNCG","protein_coding",1,1,0,0,0,0
"19990","SND1","protein_coding",30,3,1,17,8,1
"19991","SND1-IT1","lncRNA",1,1,0,0,0,0
"19992","SNF8","protein_coding",8,8,0,0,0,0
"19993","SNHG1","lncRNA",16,16,0,0,0,0
"19994","SNHG10","lncRNA",6,4,0,0,2,0
"19995","SNHG11","lncRNA",24,21,1,2,1,0
"19996","SNHG12","lncRNA",5,5,0,0,0,0
"19997","SNHG14","lncRNA",64,27,1,26,7,2
"19998","SNHG15","lncRNA",8,8,0,0,0,0
"19999","SNHG16","lncRNA",13,9,0,1,2,1
"20000","SNHG17","lncRNA",22,18,1,3,1,0
"20001","SNHG18","lncRNA",2,2,0,0,0,0
"20002","SNHG20","lncRNA",8,7,0,0,0,1
"20003","SNHG21","lncRNA",7,4,0,0,2,1
"20004","SNHG22","lncRNA",2,2,0,0,0,0
"20005","SNHG25","lncRNA",2,2,0,0,0,0
"20006","SNHG26","lncRNA",2,2,0,0,0,0
"20007","SNHG28","lncRNA",1,1,0,0,0,0
"20008","SNHG29","lncRNA",33,32,0,1,0,0
"20009","SNHG3","lncRNA",2,2,0,0,0,0
"20010","SNHG30","lncRNA",1,1,0,0,0,0
"20011","SNHG31","lncRNA",2,2,0,0,0,0
"20012","SNHG32","lncRNA",6,6,0,0,0,0
"20013","SNHG4","lncRNA",1,1,0,0,0,0
"20014","SNHG5","lncRNA",35,35,0,0,0,0
"20015","SNHG6","lncRNA",3,3,0,0,0,0
"20016","SNHG7","lncRNA",5,5,0,0,0,0
"20017","SNHG8","lncRNA",7,7,0,0,0,0
"20018","SNHG9","lncRNA",2,2,0,0,0,0
"20019","SNIP1","protein_coding",6,3,0,1,1,0
"20020","SNN","protein_coding",7,1,0,0,1,5
"20021","snoR442","snoRNA",1,1,0,0,0,0
"20022","SNORA1","snoRNA",1,1,0,0,0,0
"20023","SNORA10","snoRNA",1,1,0,0,0,0
"20024","SNORA11","snoRNA",2,2,0,0,0,0
"20025","SNORA11D","snoRNA",1,1,0,0,0,0
"20026","SNORA11E","snoRNA",1,1,0,0,0,0
"20027","SNORA12","snoRNA",1,1,0,0,0,0
"20028","SNORA13","snoRNA",1,1,0,0,0,0
"20029","SNORA14A","snoRNA",1,1,0,0,0,0
"20030","SNORA15","snoRNA",2,2,0,0,0,0
"20031","SNORA16","snoRNA",1,1,0,0,0,0
"20032","SNORA16B","snoRNA",1,1,0,0,0,0
"20033","SNORA18","snoRNA",1,1,0,0,0,0
"20034","SNORA19","snoRNA",2,2,0,0,0,0
"20035","SNORA2","snoRNA",2,2,0,0,0,0
"20036","SNORA20","snoRNA",1,1,0,0,0,0
"20037","SNORA21","snoRNA",2,2,0,0,0,0
"20038","SNORA22","snoRNA",2,2,0,0,0,0
"20039","SNORA23","snoRNA",1,1,0,0,0,0
"20040","SNORA24","snoRNA",1,1,0,0,0,0
"20041","SNORA25","snoRNA",2,2,0,0,0,0
"20042","SNORA26","snoRNA",3,3,0,0,0,0
"20043","SNORA27","snoRNA",1,1,0,0,0,0
"20044","SNORA28","snoRNA",1,1,0,0,0,0
"20045","SNORA29","snoRNA",1,1,0,0,0,0
"20046","SNORA2B","snoRNA",1,1,0,0,0,0
"20047","SNORA3","snoRNA",1,1,0,0,0,0
"20048","SNORA30","snoRNA",1,1,0,0,0,0
"20049","SNORA31","snoRNA",5,5,0,0,0,0
"20050","SNORA32","snoRNA",1,1,0,0,0,0
"20051","SNORA33","snoRNA",1,1,0,0,0,0
"20052","SNORA36","snoRNA",1,1,0,0,0,0
"20053","SNORA36B","snoRNA",1,1,0,0,0,0
"20054","SNORA36C","snoRNA",1,1,0,0,0,0
"20055","SNORA38","snoRNA",1,1,0,0,0,0
"20056","SNORA4","snoRNA",2,2,0,0,0,0
"20057","SNORA40","lincRNA",1,1,0,0,0,0
"20058","SNORA40","snoRNA",2,2,0,0,0,0
"20059","SNORA42","snoRNA",3,3,0,0,0,0
"20060","SNORA43","snoRNA",2,2,0,0,0,0
"20061","SNORA45","snoRNA",1,1,0,0,0,0
"20062","SNORA46","snoRNA",1,1,0,0,0,0
"20063","SNORA47","snoRNA",1,1,0,0,0,0
"20064","SNORA48","snoRNA",1,1,0,0,0,0
"20065","SNORA49","snoRNA",1,1,0,0,0,0
"20066","SNORA50","snoRNA",1,1,0,0,0,0
"20067","SNORA51","snoRNA",3,3,0,0,0,0
"20068","SNORA52","snoRNA",1,1,0,0,0,0
"20069","SNORA53","snoRNA",1,1,0,0,0,0
"20070","SNORA54","snoRNA",1,1,0,0,0,0
"20071","SNORA56","snoRNA",1,1,0,0,0,0
"20072","SNORA57","snoRNA",1,1,0,0,0,0
"20073","SNORA58","snoRNA",1,1,0,0,0,0
"20074","SNORA59A","snoRNA",1,1,0,0,0,0
"20075","SNORA59B","snoRNA",1,1,0,0,0,0
"20076","SNORA6","snoRNA",1,1,0,0,0,0
"20077","SNORA60","snoRNA",1,1,0,0,0,0
"20078","SNORA62","snoRNA",3,3,0,0,0,0
"20079","SNORA63","snoRNA",5,5,0,0,0,0
"20080","SNORA64","snoRNA",3,3,0,0,0,0
"20081","SNORA65","snoRNA",1,1,0,0,0,0
"20082","SNORA66","snoRNA",2,2,0,0,0,0
"20083","SNORA67","snoRNA",1,1,0,0,0,0
"20084","SNORA68","snoRNA",2,2,0,0,0,0
"20085","SNORA69","snoRNA",1,1,0,0,0,0
"20086","SNORA7","snoRNA",4,4,0,0,0,0
"20087","SNORA70","snoRNA",2,2,0,0,0,0
"20088","SNORA70C","snoRNA",1,1,0,0,0,0
"20089","SNORA70F","snoRNA",1,1,0,0,0,0
"20090","SNORA71","snoRNA",1,1,0,0,0,0
"20091","SNORA71B","snoRNA",1,1,0,0,0,0
"20092","SNORA71D","snoRNA",1,1,0,0,0,0
"20093","SNORA72","snoRNA",2,2,0,0,0,0
"20094","SNORA73","snoRNA",2,2,0,0,0,0
"20095","SNORA74","snoRNA",1,1,0,0,0,0
"20096","SNORA74B","snoRNA",1,1,0,0,0,0
"20097","SNORA76","snoRNA",2,2,0,0,0,0
"20098","SNORA77","snoRNA",1,1,0,0,0,0
"20099","SNORA7B","snoRNA",1,1,0,0,0,0
"20100","SNORA8","snoRNA",2,2,0,0,0,0
"20101","SNORA80","snoRNA",1,1,0,0,0,0
"20102","SNORA80B","snoRNA",1,1,0,0,0,0
"20103","SNORA81","snoRNA",3,3,0,0,0,0
"20104","SNORA84","snoRNA",1,1,0,0,0,0
"20105","SNORC","protein_coding",3,3,0,0,0,0
"20106","SNORD10","snoRNA",1,1,0,0,0,0
"20107","SNORD100","snoRNA",1,1,0,0,0,0
"20108","SNORD103A","snoRNA",1,1,0,0,0,0
"20109","SNORD104","snoRNA",1,1,0,0,0,0
"20110","SNORD105","snoRNA",1,1,0,0,0,0
"20111","SNORD109B","snoRNA",1,1,0,0,0,0
"20112","SNORD11","snoRNA",1,1,0,0,0,0
"20113","SNORD111","snoRNA",1,1,0,0,0,0
"20114","SNORD112","snoRNA",11,11,0,0,0,0
"20115","SNORD113","snoRNA",2,2,0,0,0,0
"20116","SNORD113-2","snoRNA",1,1,0,0,0,0
"20117","SNORD113-3","snoRNA",1,1,0,0,0,0
"20118","SNORD113-4","snoRNA",1,1,0,0,0,0
"20119","SNORD113-7","snoRNA",1,1,0,0,0,0
"20120","SNORD113-9","snoRNA",1,1,0,0,0,0
"20121","SNORD114-1","snoRNA",1,1,0,0,0,0
"20122","SNORD114-14","snoRNA",1,1,0,0,0,0
"20123","SNORD114-17","snoRNA",1,1,0,0,0,0
"20124","SNORD114-2","snoRNA",1,1,0,0,0,0
"20125","SNORD114-28","snoRNA",1,1,0,0,0,0
"20126","SNORD114-29","snoRNA",1,1,0,0,0,0
"20127","SNORD114-3","snoRNA",1,1,0,0,0,0
"20128","SNORD114-30","snoRNA",1,1,0,0,0,0
"20129","SNORD114-31","snoRNA",1,1,0,0,0,0
"20130","SNORD114-7","snoRNA",1,1,0,0,0,0
"20131","SNORD115-2","snoRNA",1,1,0,0,0,0
"20132","SNORD115-44","snoRNA",1,1,0,0,0,0
"20133","SNORD115-45","snoRNA",1,1,0,0,0,0
"20134","SNORD115-47","snoRNA",1,1,0,0,0,0
"20135","SNORD116","snoRNA",1,1,0,0,0,0
"20136","SNORD116-19","snoRNA",1,1,0,0,0,0
"20137","SNORD116-23","snoRNA",1,1,0,0,0,0
"20138","SNORD116-24","snoRNA",1,1,0,0,0,0
"20139","SNORD116-26","snoRNA",1,1,0,0,0,0
"20140","SNORD116-29","snoRNA",1,1,0,0,0,0
"20141","SNORD116-3","snoRNA",1,1,0,0,0,0
"20142","SNORD116-5","snoRNA",1,1,0,0,0,0
"20143","SNORD116-7","snoRNA",1,1,0,0,0,0
"20144","SNORD118","snoRNA",1,1,0,0,0,0
"20145","SNORD11B","snoRNA",1,1,0,0,0,0
"20146","SNORD127","snoRNA",1,1,0,0,0,0
"20147","SNORD12C","snoRNA",1,1,0,0,0,0
"20148","SNORD13","snoRNA",1,1,0,0,0,0
"20149","SNORD14A","snoRNA",1,1,0,0,0,0
"20150","SNORD14B","snoRNA",1,1,0,0,0,0
"20151","SNORD14C","snoRNA",1,1,0,0,0,0
"20152","SNORD14D","snoRNA",1,1,0,0,0,0
"20153","SNORD14E","snoRNA",1,1,0,0,0,0
"20154","SNORD15A","snoRNA",1,1,0,0,0,0
"20155","SNORD15B","snoRNA",1,1,0,0,0,0
"20156","SNORD17","snoRNA",1,1,0,0,0,0
"20157","SNORD18A","snoRNA",1,1,0,0,0,0
"20158","SNORD18B","snoRNA",1,1,0,0,0,0
"20159","SNORD1B","snoRNA",1,1,0,0,0,0
"20160","SNORD21","snoRNA",1,1,0,0,0,0
"20161","SNORD27","snoRNA",1,1,0,0,0,0
"20162","SNORD35B","snoRNA",1,1,0,0,0,0
"20163","SNORD38A","snoRNA",1,1,0,0,0,0
"20164","SNORD38B","snoRNA",1,1,0,0,0,0
"20165","SNORD3A","snoRNA",1,1,0,0,0,0
"20166","SNORD3B-1","snoRNA",1,1,0,0,0,0
"20167","SNORD42","snoRNA",1,1,0,0,0,0
"20168","SNORD42B","snoRNA",1,1,0,0,0,0
"20169","SNORD43","snoRNA",1,1,0,0,0,0
"20170","SNORD44","snoRNA",1,1,0,0,0,0
"20171","SNORD45A","snoRNA",1,1,0,0,0,0
"20172","SNORD45B","snoRNA",1,1,0,0,0,0
"20173","SNORD46","snoRNA",1,1,0,0,0,0
"20174","SNORD48","snoRNA",1,1,0,0,0,0
"20175","SNORD5","snoRNA",1,1,0,0,0,0
"20176","SNORD50","snoRNA",1,1,0,0,0,0
"20177","SNORD52","snoRNA",1,1,0,0,0,0
"20178","SNORD53_SNORD92","snoRNA",1,1,0,0,0,0
"20179","SNORD54","snoRNA",1,1,0,0,0,0
"20180","SNORD56","snoRNA",3,3,0,0,0,0
"20181","SNORD58","snoRNA",1,1,0,0,0,0
"20182","SNORD58A","snoRNA",1,1,0,0,0,0
"20183","SNORD58B","snoRNA",1,1,0,0,0,0
"20184","SNORD58C","snoRNA",1,1,0,0,0,0
"20185","SNORD59A","snoRNA",1,1,0,0,0,0
"20186","SNORD6","snoRNA",1,1,0,0,0,0
"20187","SNORD60","snoRNA",1,1,0,0,0,0
"20188","SNORD61","snoRNA",1,1,0,0,0,0
"20189","SNORD63","snoRNA",2,2,0,0,0,0
"20190","SNORD64","sense_intronic",1,1,0,0,0,0
"20191","SNORD67","snoRNA",2,2,0,0,0,0
"20192","SNORD70","snoRNA",1,1,0,0,0,0
"20193","SNORD71","snoRNA",1,1,0,0,0,0
"20194","SNORD73","snoRNA",1,1,0,0,0,0
"20195","SNORD73A","snoRNA",1,1,0,0,0,0
"20196","SNORD74","snoRNA",1,1,0,0,0,0
"20197","SNORD77","snoRNA",1,1,0,0,0,0
"20198","SNORD78","snoRNA",1,1,0,0,0,0
"20199","SNORD8","snoRNA",1,1,0,0,0,0
"20200","SNORD83","snoRNA",1,1,0,0,0,0
"20201","SNORD84","snoRNA",1,1,0,0,0,0
"20202","SNORD85","snoRNA",1,1,0,0,0,0
"20203","SNORD88B","snoRNA",1,1,0,0,0,0
"20204","SNORD89","snoRNA",1,1,0,0,0,0
"20205","SNORD91A","snoRNA",1,1,0,0,0,0
"20206","SNORD91B","snoRNA",1,1,0,0,0,0
"20207","SNORD94","snoRNA",1,1,0,0,0,0
"20208","SNORD95","snoRNA",1,1,0,0,0,0
"20209","SNORD96A","snoRNA",1,1,0,0,0,0
"20210","SNORD97","snoRNA",1,1,0,0,0,0
"20211","SNORD98","snoRNA",1,1,0,0,0,0
"20212","SNORD99","snoRNA",1,1,0,0,0,0
"20213","snoU109","snoRNA",3,3,0,0,0,0
"20214","snoU13","snoRNA",105,103,0,0,1,0
"20215","snoU2_19","snoRNA",1,1,0,0,0,0
"20216","snoU2-30","snoRNA",1,1,0,0,0,0
"20217","snoZ247","snoRNA",1,1,0,0,0,0
"20218","SNPH","protein_coding",15,4,0,4,7,0
"20219","SNRK","protein_coding",15,5,4,3,2,1
"20220","SNRK-AS1","lncRNA",2,2,0,0,0,0
"20221","SNRNP200","protein_coding",52,3,6,40,3,1
"20222","SNRNP25","protein_coding",6,4,0,1,1,0
"20223","SNRNP27","protein_coding",5,3,1,1,0,0
"20224","SNRNP35","protein_coding",6,5,0,0,1,0
"20225","SNRNP40","protein_coding",13,5,1,2,3,2
"20226","SNRNP48","protein_coding",6,2,1,1,1,1
"20227","SNRNP70","protein_coding",41,7,2,14,14,4
"20228","SNRPA","protein_coding",7,6,1,0,0,0
"20229","SNRPA1","protein_coding",14,8,0,2,4,0
"20230","SNRPB","protein_coding",23,3,3,2,13,2
"20231","SNRPB2","protein_coding",10,3,2,3,2,0
"20232","SNRPC","protein_coding",4,3,1,0,0,0
"20233","SNRPCP1","processed_pseudogene",1,1,0,0,0,0
"20234","SNRPCP13","processed_pseudogene",1,1,0,0,0,0
"20235","SNRPCP16","processed_pseudogene",1,1,0,0,0,0
"20236","SNRPD1","protein_coding",11,2,0,2,1,6
"20237","SNRPD2","protein_coding",4,4,0,0,0,0
"20238","SNRPD2P1","processed_pseudogene",1,1,0,0,0,0
"20239","SNRPD3","protein_coding",21,2,1,0,5,13
"20240","SNRPE","protein_coding",5,4,0,0,1,0
"20241","SNRPEP8","processed_pseudogene",1,1,0,0,0,0
"20242","SNRPEP9","processed_pseudogene",1,1,0,0,0,0
"20243","SNRPF","protein_coding",5,4,0,1,0,0
"20244","SNRPG","protein_coding",6,6,0,0,0,0
"20245","SNRPGP1","processed_pseudogene",1,1,0,0,0,0
"20246","SNRPGP10","processed_pseudogene",1,1,0,0,0,0
"20247","SNRPGP15","processed_pseudogene",1,1,0,0,0,0
