"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation"
"Eif4g1","ENSMUSG00000045983","EIF4G1","ENSG00000114867","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eif4g3","ENSMUSG00000028760","EIF4G3","ENSG00000075151","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eif4h","ENSMUSG00000040731","EIF4H","ENSG00000106682","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ell","ENSMUSG00000070002","ELL","ENSG00000105656","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Elmod3","ENSMUSG00000056698","ELMOD3","ENSG00000115459","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Elovl1","ENSMUSG00000006390","ELOVL1","ENSG00000066322","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Emc1","ENSMUSG00000078517","EMC1","ENSG00000127463","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Emc7","ENSMUSG00000055943","EMC7","ENSG00000134153","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Emc8","ENSMUSG00000031819","EMC8","ENSG00000131148","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eml1","ENSMUSG00000058070","EML1","ENSG00000066629","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eml5","ENSMUSG00000051166","EML5","ENSG00000165521","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eml6","ENSMUSG00000044072","EML6","ENSG00000214595","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Enkd1","ENSMUSG00000013155","ENKD1","ENSG00000124074","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Enox1","ENSMUSG00000022012","ENOX1","ENSG00000120658","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Epc2","ENSMUSG00000069495","EPC2","ENSG00000135999","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Epha5","ENSMUSG00000029245","EPHA5","ENSG00000145242","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ephb2","ENSMUSG00000028664","EPHB2","ENSG00000133216","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Epn2","ENSMUSG00000001036","EPN2","ENSG00000072134","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eprs","ENSMUSG00000026615","EPRS1","ENSG00000136628","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eps15","ENSMUSG00000028552","EPS15","ENSG00000085832","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eps15l1","ENSMUSG00000006276","EPS15L1","ENSG00000127527","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eral1","ENSMUSG00000020832","ERAL1","ENSG00000132591","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Erc1","ENSMUSG00000030172","ERC1","ENSG00000082805","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Erc2","ENSMUSG00000040640","ERC2","ENSG00000187672","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ergic2","ENSMUSG00000030304","ERGIC2","ENSG00000087502","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Erp29","ENSMUSG00000029616","ERP29","ENSG00000089248","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Esyt2","ENSMUSG00000021171","ESYT2","ENSG00000117868","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Etv4","ENSMUSG00000017724","ETV4","ENSG00000175832","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Evi5","ENSMUSG00000011831","EVI5","ENSG00000067208","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ewsr1","ENSMUSG00000009079","EWSR1","ENSG00000182944","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Exoc2","ENSMUSG00000021357","EXOC2","ENSG00000112685","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Exoc4","ENSMUSG00000029763","EXOC4","ENSG00000131558","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Exoc7","ENSMUSG00000020792","EXOC7","ENSG00000182473","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Exosc10","ENSMUSG00000017264","EXOSC10","ENSG00000171824","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Exosc7","ENSMUSG00000025785","EXOSC7","ENSG00000075914","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Eya3","ENSMUSG00000028886","EYA3","ENSG00000158161","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam118b","ENSMUSG00000050471","FAM118B","ENSG00000197798","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam131b","ENSMUSG00000029861","FAM131B","ENSG00000159784","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam13c","ENSMUSG00000043259","FAM13C","ENSG00000148541","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam149b","ENSMUSG00000039599","FAM149B1","ENSG00000138286","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam184a","ENSMUSG00000019856","FAM184A","ENSG00000111879","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam189a2","ENSMUSG00000071604","FAM189A2","ENSG00000135063","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam193a","ENSMUSG00000037210","FAM193A","ENSG00000125386","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam49a","ENSMUSG00000020589","FAM49A","ENSG00000197872","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam76a","ENSMUSG00000028878","FAM76A","ENSG00000009780","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam98a","ENSMUSG00000002017","FAM98A","ENSG00000119812","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam98b","ENSMUSG00000027349","FAM98B","ENSG00000171262","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fam98c","ENSMUSG00000030590","FAM98C","ENSG00000130244","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fance","ENSMUSG00000007570","FANCE","ENSG00000112039","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Farsb","ENSMUSG00000026245","FARSB","ENSG00000116120","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fastk","ENSMUSG00000028959","FASTK","ENSG00000164896","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fat1","ENSMUSG00000070047","FAT1","ENSG00000083857","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fat3","ENSMUSG00000074505","FAT3","ENSG00000165323","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbf1","ENSMUSG00000020776","FBF1","ENSG00000188878","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxl19","ENSMUSG00000030811","FBXL19","ENSG00000099364","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxl5","ENSMUSG00000039753","FBXL5","ENSG00000118564","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxl6","ENSMUSG00000022559","FBXL6","ENSG00000182325","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxo21","ENSMUSG00000032898","FBXO21","ENSG00000135108","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxo25","ENSMUSG00000038365","FBXO25","ENSG00000147364","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxo34","ENSMUSG00000037536","FBXO34","ENSG00000178974","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxo8","ENSMUSG00000038206","FBXO8","ENSG00000164117","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxw2","ENSMUSG00000035949","FBXW2","ENSG00000119402","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fbxw5","ENSMUSG00000015095","FBXW5","ENSG00000159069","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fermt2","ENSMUSG00000037712","FERMT2","ENSG00000073712","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fgfr2","ENSMUSG00000030849","FGFR2","ENSG00000066468","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fggy","ENSMUSG00000028573","FGGY","ENSG00000172456","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fhod3","ENSMUSG00000034295","FHOD3","ENSG00000134775","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fibp","ENSMUSG00000024911","FIBP","ENSG00000172500","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Flywch1","ENSMUSG00000040097","FLYWCH1","ENSG00000059122","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fmnl1","ENSMUSG00000055805","FMNL1","ENSG00000184922","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fmr1","ENSMUSG00000000838","FMR1","ENSG00000102081","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fn1","ENSMUSG00000026193","FN1","ENSG00000115414","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fnbp1","ENSMUSG00000075415","FNBP1","ENSG00000187239","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fnbp4","ENSMUSG00000008200","FNBP4","ENSG00000109920","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fopnl","ENSMUSG00000022677","FOPNL","ENSG00000133393","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Frmd4a","ENSMUSG00000026657","FRMD4A","ENSG00000151474","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Frmd4b","ENSMUSG00000030064","FRMD4B","ENSG00000114541","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fsd1","ENSMUSG00000011589","FSD1","ENSG00000105255","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fubp1","ENSMUSG00000028034","FUBP1","ENSG00000162613","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fxyd1","ENSMUSG00000036570","FXYD1","ENSG00000266964","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fyn","ENSMUSG00000019843","FYN","ENSG00000010810","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Fyttd1","ENSMUSG00000022800","FYTTD1","ENSG00000122068","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gabra5","ENSMUSG00000055078","GABRA5","ENSG00000186297","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gabrb3","ENSMUSG00000033676","GABRB3","ENSG00000166206","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gabrg2","ENSMUSG00000020436","GABRG2","ENSG00000113327","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gak","ENSMUSG00000062234","GAK","ENSG00000178950","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gal3st1","ENSMUSG00000049721","GAL3ST1","ENSG00000128242","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Galnt14","ENSMUSG00000024064","GALNT14","ENSG00000158089","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Galnt9","ENSMUSG00000033316","GALNT9","ENSG00000182870","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Galt","ENSMUSG00000036073","GALT","ENSG00000213930","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gapvd1","ENSMUSG00000026867","GAPVD1","ENSG00000165219","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gas2","ENSMUSG00000030498","GAS2","ENSG00000148935","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gas2l1","ENSMUSG00000034201","GAS2L1","ENSG00000185340","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gatad2a","ENSMUSG00000036180","GATAD2A","ENSG00000167491","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gbe1","ENSMUSG00000022707","GBE1","ENSG00000114480","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gdpd1","ENSMUSG00000061666","GDPD1","ENSG00000153982","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gemin5","ENSMUSG00000037275","GEMIN5","ENSG00000082516","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gfra2","ENSMUSG00000022103","GFRA2","ENSG00000168546","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ggnbp2","ENSMUSG00000020530","GGNBP2","ENSG00000278311","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gigyf1","ENSMUSG00000029714","GIGYF1","ENSG00000146830","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gigyf2","ENSMUSG00000048000","GIGYF2","ENSG00000204120","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Git2","ENSMUSG00000041890","GIT2","ENSG00000139436","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Glt1d1","ENSMUSG00000049971","GLT1D1","ENSG00000151948","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Glt8d1","ENSMUSG00000021916","GLT8D1","ENSG00000016864","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gmip","ENSMUSG00000036246","GMIP","ENSG00000089639","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gmppa","ENSMUSG00000033021","GMPPA","ENSG00000144591","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gmpr2","ENSMUSG00000002326","GMPR2","ENSG00000100938","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gnl2","ENSMUSG00000028869","GNL2","ENSG00000134697","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Golga4","ENSMUSG00000038708","GOLGA4","ENSG00000144674","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Golgb1","ENSMUSG00000034243","GOLGB1","ENSG00000173230","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Golim4","ENSMUSG00000034109","GOLIM4","ENSG00000173905","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Golph3","ENSMUSG00000022200","GOLPH3","ENSG00000113384","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Golt1b","ENSMUSG00000030245","GOLT1B","ENSG00000111711","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gpatch2","ENSMUSG00000039210","GPATCH2","ENSG00000092978","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gpatch2l","ENSMUSG00000021254","GPATCH2L","ENSG00000089916","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gphn","ENSMUSG00000047454","GPHN","ENSG00000171723","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gpr137","ENSMUSG00000024958","GPR137","ENSG00000173264","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gpr19","ENSMUSG00000032641","GPR19","ENSG00000183150","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gpr61","ENSMUSG00000046793","GPR61","ENSG00000156097","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gpr83","ENSMUSG00000031932","GPR83","ENSG00000123901","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gps1","ENSMUSG00000025156","GPS1","ENSG00000169727","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gramd1a","ENSMUSG00000001248","GRAMD1A","ENSG00000089351","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grb2","ENSMUSG00000059923","GRB2","ENSG00000177885","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grem2","ENSMUSG00000050069","GREM2","ENSG00000180875","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gria1","ENSMUSG00000020524","GRIA1","ENSG00000155511","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gria4","ENSMUSG00000025892","GRIA4","ENSG00000152578","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grik1","ENSMUSG00000022935","GRIK1","ENSG00000171189","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grik2","ENSMUSG00000056073","GRIK2","ENSG00000164418","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grin1","ENSMUSG00000026959","GRIN1","ENSG00000176884","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grin2c","ENSMUSG00000020734","GRIN2C","ENSG00000161509","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grina","ENSMUSG00000022564","GRINA","ENSG00000178719","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grip1","ENSMUSG00000034813","GRIP1","ENSG00000155974","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gripap1","ENSMUSG00000031153","GRIPAP1","ENSG00000068400","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grm7","ENSMUSG00000056755","GRM7","ENSG00000196277","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Grtp1","ENSMUSG00000038515","GRTP1","ENSG00000139835","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gse1","ENSMUSG00000031822","GSE1","ENSG00000131149","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gsk3b","ENSMUSG00000022812","GSK3B","ENSG00000082701","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gspt1","ENSMUSG00000062203","GSPT1","ENSG00000103342","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gss","ENSMUSG00000027610","GSS","ENSG00000100983","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gtdc1","ENSMUSG00000036890","GTDC1","ENSG00000121964","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gtf2a2","ENSMUSG00000033543","GTF2A2","ENSG00000140307","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gtf2f2","ENSMUSG00000067995","GTF2F2","ENSG00000188342","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gtf2h3","ENSMUSG00000029387","GTF2H3","ENSG00000111358","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gtf2i","ENSMUSG00000060261","GTF2I","ENSG00000263001","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gtf3a","ENSMUSG00000016503","GTF3A","ENSG00000122034","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gtpbp2","ENSMUSG00000023952","GTPBP2","ENSG00000172432","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gtpbp6","ENSMUSG00000033434","GTPBP6","ENSG00000178605","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gusb","ENSMUSG00000025534","GUSB","ENSG00000169919","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Gyg","ENSMUSG00000019528","GYG1","ENSG00000163754","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Haus7","ENSMUSG00000031371","HAUS7","ENSG00000213397","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hcfc2","ENSMUSG00000020246","HCFC2","ENSG00000111727","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hdac5","ENSMUSG00000008855","HDAC5","ENSG00000108840","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hdac7","ENSMUSG00000022475","HDAC7","ENSG00000061273","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Heatr3","ENSMUSG00000031657","HEATR3","ENSG00000155393","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hectd1","ENSMUSG00000035247","HECTD1","ENSG00000092148","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Herc1","ENSMUSG00000038664","HERC1","ENSG00000103657","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hes6","ENSMUSG00000067071","HES6","ENSG00000144485","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hip1","ENSMUSG00000039959","HIP1","ENSG00000127946","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hipk2","ENSMUSG00000061436","HIPK2","ENSG00000064393","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hmgb2","ENSMUSG00000054717","HMGB2","ENSG00000164104","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hmgb3","ENSMUSG00000015217","HMGB3","ENSG00000029993","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hmgcs1","ENSMUSG00000093930","HMGCS1","ENSG00000112972","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hmgn3","ENSMUSG00000066456","HMGN3","ENSG00000118418","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hmgxb3","ENSMUSG00000024622","HMGXB3","ENSG00000113716","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hmox2","ENSMUSG00000004070","HMOX2","ENSG00000103415","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hnrnpd","ENSMUSG00000000568","HNRNPD","ENSG00000138668","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hnrnph1","ENSMUSG00000007850","HNRNPH1","ENSG00000169045","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hnrnph3","ENSMUSG00000020069","HNRNPH3","ENSG00000096746","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hnrnpr","ENSMUSG00000066037","HNRNPR","ENSG00000125944","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hs3st5","ENSMUSG00000044499","HS3ST5","ENSG00000249853","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hsf1","ENSMUSG00000022556","HSF1","ENSG00000185122","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Hsf2","ENSMUSG00000019878","HSF2","ENSG00000025156","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Huwe1","ENSMUSG00000025261","HUWE1","ENSG00000086758","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ica1l","ENSMUSG00000026018","ICA1L","ENSG00000163596","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Idh3a","ENSMUSG00000032279","IDH3A","ENSG00000166411","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ift122","ENSMUSG00000030323","IFT122","ENSG00000163913","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ift20","ENSMUSG00000001105","IFT20","ENSG00000109083","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ift46","ENSMUSG00000002031","IFT46","ENSG00000118096","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ift52","ENSMUSG00000017858","IFT52","ENSG00000101052","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ift80","ENSMUSG00000027778","IFT80","ENSG00000068885","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ift81","ENSMUSG00000029469","IFT81","ENSG00000122970","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Igdcc4","ENSMUSG00000032816","IGDCC4","ENSG00000103742","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Igsf1","ENSMUSG00000031111","IGSF1","ENSG00000147255","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Igsf21","ENSMUSG00000040972","IGSF21","ENSG00000117154","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Igsf3","ENSMUSG00000042035","IGSF3","ENSG00000143061","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Il34","ENSMUSG00000031750","IL34","ENSG00000157368","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ilk","ENSMUSG00000030890","ILK","ENSG00000166333","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ilkap","ENSMUSG00000026309","ILKAP","ENSG00000132323","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Incenp","ENSMUSG00000024660","INCENP","ENSG00000149503","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ino80","ENSMUSG00000034154","INO80","ENSG00000128908","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Inpp5e","ENSMUSG00000026925","INPP5E","ENSG00000148384","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Inppl1","ENSMUSG00000032737","INPPL1","ENSG00000165458","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ip6k2","ENSMUSG00000032599","IP6K2","ENSG00000068745","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ipo11","ENSMUSG00000042590","IPO11","ENSG00000086200","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ipo8","ENSMUSG00000040029","IPO8","ENSG00000133704","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ipp","ENSMUSG00000028696","IPP","ENSG00000197429","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Iqsec1","ENSMUSG00000034312","IQSEC1","ENSG00000144711","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Iqsec2","ENSMUSG00000041115","IQSEC2","ENSG00000124313","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Iqsec3","ENSMUSG00000040797","IQSEC3","ENSG00000120645","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Islr2","ENSMUSG00000051243","ISLR2","ENSG00000167178","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Isyna1","ENSMUSG00000019139","ISYNA1","ENSG00000105655","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Itga7","ENSMUSG00000025348","ITGA7","ENSG00000135424","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Itgb4","ENSMUSG00000020758","ITGB4","ENSG00000132470","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Itpr1","ENSMUSG00000030102","ITPR1","ENSG00000150995","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Ivns1abp","ENSMUSG00000023150","IVNS1ABP","ENSG00000116679","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Jag2","ENSMUSG00000002799","JAG2","ENSG00000184916","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Jak2","ENSMUSG00000024789","JAK2","ENSG00000096968","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Jam2","ENSMUSG00000053062","JAM2","ENSG00000154721","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Jarid2","ENSMUSG00000038518","JARID2","ENSG00000008083","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Kansl1","ENSMUSG00000018412","KANSL1","ENSG00000120071","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
"Kat2a","ENSMUSG00000020918","KAT2A","ENSG00000108773","NOVA2data_10","RBFOX2","Mouse","AS","dataset19",NA
