"","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_name","gene_status","gene_type","talon_gene","havana_gene","hgnc_id","level","remap_num_mappings","remap_status","remap_target_status","transcript_id","transcript_status","transcript_name","talon_transcript","NNC_transcript","exon_number","exon_id","talon_exon","exon_status","ont","remap_original_location","source.1","tag","NIC_transcript","ISM.prefix_to_IDs","ISM.prefix_transcript","ISM_to_IDs","ISM_transcript","ISM.suffix_to_IDs","ISM.suffix_transcript","transcript_type","havana_transcript","transcript_support_level","gencode_gene_status","remap_substituted_missing_target","gencode_transcript_status","ccdsid","protein_id","genomic_transcript","intergenic_novel","intergenic_transcript","antisense_gene","gene_antisense_to_IDs","antisense_transcript"
"6628","chr4",26761937,26763286,1350,"+","TALON","exon",NA,NA,"TALONG000078305","TALONG000078305","NOVEL",NA,"78305",NA,NA,NA,NA,NA,NA,"TALONT000462228","NOVEL","TALONT000462228","462228",NA,"2","1379057","1379057","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6629","chr2",24952368,24952370,3,"-","TALON","exon",NA,NA,"TALONG000078456","TALONG000078456","NOVEL",NA,"78456",NA,NA,NA,NA,NA,NA,"TALONT000463699","NOVEL","TALONT000463699","463699",NA,"1","1381272","1381272","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6630","chr4",57332890,57333783,894,"-","TALON","exon",NA,NA,"TALONG000079593","TALONG000079593","NOVEL",NA,"79593",NA,NA,NA,NA,NA,NA,"TALONT000481272","NOVEL","TALONT000481272","481272",NA,"1","1408605","1408605","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6631","chr4",77869144,77869723,580,"-","TALON","exon",NA,NA,"TALONG000080973","TALONG000080973","NOVEL",NA,"80973",NA,NA,NA,NA,NA,NA,"TALONT000498364","NOVEL","TALONT000498364","498364",NA,"1","1433064","1433064","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6632","chr4",77860697,77864018,3322,"-","TALON","exon",NA,NA,"TALONG000080973","TALONG000080973","NOVEL",NA,"80973",NA,NA,NA,NA,NA,NA,"TALONT000498364","NOVEL","TALONT000498364","498364",NA,"2","1433065","1433065","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6633","chr4",77869140,77870856,1717,"-","TALON","exon",NA,NA,"TALONG000080973","TALONG000080973","NOVEL",NA,"80973",NA,NA,NA,NA,NA,NA,"TALONT000498366","NOVEL","TALONT000498366","498366",NA,"1","1433072","1433072","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6634","chr4",77867311,77870856,3546,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498383","NOVEL","TALONT000498383","498383",NA,"1","1433111","1433111","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6635","chr4",77863223,77864035,813,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498383","NOVEL","TALONT000498383","498383",NA,"2","1433115","1433115","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6636","chr4",77866908,77870116,3209,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498388","NOVEL","TALONT000498388","498388",NA,"1","1433128","1433128","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6637","chr4",77865358,77866244,887,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498388","NOVEL","TALONT000498388","498388",NA,"2","1433129","1433129","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6638","chr4",77866917,77867266,350,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498394","NOVEL","TALONT000498394","498394",NA,"1","1433143","1433143","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6639","chr4",77865358,77866253,896,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498394","NOVEL","TALONT000498394","498394",NA,"2","1433144","1433144","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6640","chr4",77869073,77870856,1784,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498395","NOVEL","TALONT000498395","498395",NA,"1","1433146","1433146","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6641","chr4",77865358,77866397,1040,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498395","NOVEL","TALONT000498395","498395",NA,"2","1433147","1433147","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6642","chr4",77868921,77870694,1774,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT001180380","NOVEL","TALONT001180380","1180380",NA,"1","2557962","2557962","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6643","chr4",77870442,77870856,415,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498418","NOVEL","TALONT000498418","498418",NA,"1","1433183","1433183","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6644","chr4",77867242,77870313,3072,"-","TALON","exon",NA,NA,"TALONG000080975","TALONG000080975","NOVEL",NA,"80975",NA,NA,NA,NA,NA,NA,"TALONT000498418","NOVEL","TALONT000498418","498418",NA,"2","1433191","1433191","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6645","chr3",76198880,76199864,985,"-","TALON","exon",NA,NA,"TALONG000081089","TALONG000081089","NOVEL",NA,"81089",NA,NA,NA,NA,NA,NA,"TALONT001259366","NOVEL","TALONT001259366","1259366",NA,"1","2699225","2699225","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6646","chr3",76197495,76198680,1186,"-","TALON","exon",NA,NA,"TALONG000081089","TALONG000081089","NOVEL",NA,"81089",NA,NA,NA,NA,NA,NA,"TALONT001259366","NOVEL","TALONT001259366","1259366",NA,"2","2699226","2699226","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6647","chr3",76199568,76199864,297,"-","TALON","exon",NA,NA,"TALONG000081089","TALONG000081089","NOVEL",NA,"81089",NA,NA,NA,NA,NA,NA,"TALONT003054128","NOVEL","TALONT003054128","3054128",NA,"1","5131009","5131009","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6648","chr3",76197495,76199535,2041,"-","TALON","exon",NA,NA,"TALONG000081089","TALONG000081089","NOVEL",NA,"81089",NA,NA,NA,NA,NA,NA,"TALONT003054128","NOVEL","TALONT003054128","3054128",NA,"2","6023614","6023614","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6649","chr1",107594090,107595713,1624,"-","TALON","exon",NA,NA,"TALONG000081108","TALONG000081108","NOVEL",NA,"81108",NA,NA,NA,NA,NA,NA,"TALONT001604263","NOVEL","TALONT001604263","1604263",NA,"2","3323145","3323145","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6650","chr12",69683,72710,3028,"-","TALON","exon",NA,NA,"TALONG000081309","TALONG000081309","NOVEL",NA,"81309",NA,NA,NA,NA,NA,NA,"TALONT000502780","NOVEL","TALONT000502780","502780",NA,"2","1439919","1439919","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6651","chr12",72593,72710,118,"-","TALON","exon",NA,NA,"TALONG000081309","TALONG000081309","NOVEL",NA,"81309",NA,NA,NA,NA,NA,NA,"TALONT000502782","NOVEL","TALONT000502782","502782",NA,"2","1439921","1439921","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6652","chr12",70239,71702,1464,"-","TALON","exon",NA,NA,"TALONG000081309","TALONG000081309","NOVEL",NA,"81309",NA,NA,NA,NA,NA,NA,"TALONT000502782","NOVEL","TALONT000502782","502782",NA,"3","1439923","1439923","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6653","chr2",62020473,62020742,270,"+","TALON","exon",NA,NA,"TALONG000081911","TALONG000081911","NOVEL",NA,"81911",NA,NA,NA,NA,NA,NA,"TALONT002567517","NOVEL","TALONT002567517","2567517",NA,"1","5145786","5145786","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6654","chr2",62025151,62026476,1326,"+","TALON","exon",NA,NA,"TALONG000081911","TALONG000081911","NOVEL",NA,"81911",NA,NA,NA,NA,NA,NA,"TALONT002567517","NOVEL","TALONT002567517","2567517",NA,"2","5145790","5145790","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6655","chr16",74441066,74441109,44,"-","TALON","exon",NA,NA,"TALONG000082271","TALONG000082271","NOVEL",NA,"82271",NA,NA,NA,NA,NA,NA,"TALONT000515233","NOVEL","TALONT000515233","515233",NA,"1","1457875","1457875","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6656","chr16",74438055,74440597,2543,"-","TALON","exon",NA,NA,"TALONG000082271","TALONG000082271","NOVEL",NA,"82271",NA,NA,NA,NA,NA,NA,"TALONT000515233","NOVEL","TALONT000515233","515233",NA,"2","1457876","1457876","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6657","chr18",48549741,48550394,654,"-","TALON","exon",NA,NA,"TALONG000084047","TALONG000084047","NOVEL",NA,"84047",NA,NA,NA,NA,NA,NA,"TALONT000535321","NOVEL","TALONT000535321","535321",NA,"2","1488128","1488128","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6658","chr1",119559099,119560349,1251,"-","TALON","exon",NA,NA,"TALONG000085005","TALONG000085005","NOVEL",NA,"85005",NA,NA,NA,NA,NA,NA,"TALONT000544892","NOVEL","TALONT000544892","544892",NA,"1","1501624","1501624","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6659","chr1",119557009,119558779,1771,"-","TALON","exon",NA,NA,"TALONG000085005","TALONG000085005","NOVEL",NA,"85005",NA,NA,NA,NA,NA,NA,"TALONT000544892","NOVEL","TALONT000544892","544892",NA,"2","1501625","1501625","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6660","chr18",73009703,73009765,63,"-","TALON","exon",NA,NA,"TALONG000085281","TALONG000085281","NOVEL",NA,"85281",NA,NA,NA,NA,NA,NA,"TALONT002868307","NOVEL","TALONT002868307","2868307",NA,"1","4720140","4720140","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6661","chr18",73008190,73008452,263,"-","TALON","exon",NA,NA,"TALONG000085281","TALONG000085281","NOVEL",NA,"85281",NA,NA,NA,NA,NA,NA,"TALONT002868307","NOVEL","TALONT002868307","2868307",NA,"2","5693932","5693932","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6662","chr18",76616532,76617724,1193,"-","TALON","exon",NA,NA,"TALONG000085332","TALONG000085332","NOVEL",NA,"85332",NA,NA,NA,NA,NA,NA,"TALONT000547390","NOVEL","TALONT000547390","547390",NA,"1","1505331","1505331","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6663","chr18",76610307,76612936,2630,"-","TALON","exon",NA,NA,"TALONG000085332","TALONG000085332","NOVEL",NA,"85332",NA,NA,NA,NA,NA,NA,"TALONT000547390","NOVEL","TALONT000547390","547390",NA,"2","1505332","1505332","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6664","chr2",85641578,85644074,2497,"+","TALON","exon",NA,NA,"TALONG000085364","TALONG000085364","NOVEL",NA,"85364",NA,NA,NA,NA,NA,NA,"TALONT000547773","NOVEL","TALONT000547773","547773",NA,"2","1505914","1505914","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6665","chr18",77146672,77148826,2155,"+","TALON","exon",NA,NA,"TALONG000085394","TALONG000085394","NOVEL",NA,"85394",NA,NA,NA,NA,NA,NA,"TALONT000548023","NOVEL","TALONT000548023","548023",NA,"1","1506319","1506319","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6666","chr18",77148863,77149595,733,"+","TALON","exon",NA,NA,"TALONG000085394","TALONG000085394","NOVEL",NA,"85394",NA,NA,NA,NA,NA,NA,"TALONT000548023","NOVEL","TALONT000548023","548023",NA,"2","1506320","1506320","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6667","chr1",145013718,145013828,111,"+","TALON","exon",NA,NA,"TALONG000085701","TALONG000085701","NOVEL",NA,"85701",NA,NA,NA,NA,NA,NA,"TALONT000551971","NOVEL","TALONT000551971","551971",NA,"1","1512123","1512123","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6668","chr12",46668246,46668274,29,"+","TALON","exon",NA,NA,"TALONG000085747","TALONG000085747","NOVEL",NA,"85747",NA,NA,NA,NA,NA,NA,"TALONT000552623","NOVEL","TALONT000552623","552623",NA,"2","1513130","1513130","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6669","chr12",46668161,46668274,114,"+","TALON","exon",NA,NA,"TALONG000085747","TALONG000085747","NOVEL",NA,"85747",NA,NA,NA,NA,NA,NA,"TALONT000552625","NOVEL","TALONT000552625","552625",NA,"2","1513134","1513134","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6670","chr2",92316555,92318470,1916,"-","TALON","exon",NA,NA,"TALONG000086021","TALONG000086021","NOVEL",NA,"86021",NA,NA,NA,NA,NA,NA,"TALONT001392543","NOVEL","TALONT001392543","1392543",NA,"1","2940998","2940998","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6671","chr2",92316046,92316216,171,"-","TALON","exon",NA,NA,"TALONG000086021","TALONG000086021","NOVEL",NA,"86021",NA,NA,NA,NA,NA,NA,"TALONT001392543","NOVEL","TALONT001392543","1392543",NA,"2","2940996","2940996","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6672","chr2",92312992,92314180,1189,"-","TALON","exon",NA,NA,"TALONG000086021","TALONG000086021","NOVEL",NA,"86021",NA,NA,NA,NA,NA,NA,"TALONT001392543","NOVEL","TALONT001392543","1392543",NA,"3","2940860","2940860","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6673","chr2",92316555,92318887,2333,"-","TALON","exon",NA,NA,"TALONG000086021","TALONG000086021","NOVEL",NA,"86021",NA,NA,NA,NA,NA,NA,"TALONT001392545","NOVEL","TALONT001392545","1392545",NA,"1","2941004","2941004","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6674","chr2",92313278,92313671,394,"-","TALON","exon",NA,NA,"TALONG000086021","TALONG000086021","NOVEL",NA,"86021",NA,NA,NA,NA,NA,NA,"TALONT001392545","NOVEL","TALONT001392545","1392545",NA,"2","2941005","2941005","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6675","chr6",3109536,3109630,95,"-","TALON","exon",NA,NA,"TALONG000086126","TALONG000086126","NOVEL",NA,"86126",NA,NA,NA,NA,NA,NA,"TALONT000557222","NOVEL","TALONT000557222","557222",NA,"2","1520079","1520079","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6676","chr6",3108036,3108131,96,"-","TALON","exon",NA,NA,"TALONG000086126","TALONG000086126","NOVEL",NA,"86126",NA,NA,NA,NA,NA,NA,"TALONT000557222","NOVEL","TALONT000557222","557222",NA,"3","1520081","1520081","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6677","chr6",3228301,3229193,893,"+","TALON","exon",NA,NA,"TALONG000086177","TALONG000086177","NOVEL",NA,"86177",NA,NA,NA,NA,NA,NA,"TALONT000558026","NOVEL","TALONT000558026","558026",NA,"1","1521312","1521312","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6678","chr6",3229377,3230585,1209,"+","TALON","exon",NA,NA,"TALONG000086177","TALONG000086177","NOVEL",NA,"86177",NA,NA,NA,NA,NA,NA,"TALONT000558026","NOVEL","TALONT000558026","558026",NA,"2","1521313","1521313","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6679","chr6",3228301,3228719,419,"+","TALON","exon",NA,NA,"TALONG000086177","TALONG000086177","NOVEL",NA,"86177",NA,NA,NA,NA,NA,NA,"TALONT001127866","NOVEL","TALONT001127866","1127866",NA,"1","1521320","1521320","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6680","chr6",3229042,3230585,1544,"+","TALON","exon",NA,NA,"TALONG000086177","TALONG000086177","NOVEL",NA,"86177",NA,NA,NA,NA,NA,NA,"TALONT001127866","NOVEL","TALONT001127866","1127866",NA,"2","2461858","2461858","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6681","chr4",123132040,123132042,3,"-","TALON","exon",NA,NA,"TALONG000086184","TALONG000086184","NOVEL",NA,"86184",NA,NA,NA,NA,NA,NA,"TALONT001294870","NOVEL","TALONT001294870","1294870",NA,"1","2766613","2766613","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6682","chr6",3462019,3463781,1763,"+","TALON","exon",NA,NA,"TALONG000086203","TALONG000086203","NOVEL",NA,"86203",NA,NA,NA,NA,NA,NA,"TALONT000558770","NOVEL","TALONT000558770","558770",NA,"2","1522416","1522416","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6683","chr6",3458880,3458921,42,"+","TALON","exon",NA,NA,"TALONG000086203","TALONG000086203","NOVEL",NA,"86203",NA,NA,NA,NA,NA,NA,"TALONT000558772","NOVEL","TALONT000558772","558772",NA,"2","1522419","1522419","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6684","chr6",3459044,3461548,2505,"+","TALON","exon",NA,NA,"TALONG000086203","TALONG000086203","NOVEL",NA,"86203",NA,NA,NA,NA,NA,NA,"TALONT000558772","NOVEL","TALONT000558772","558772",NA,"3","1522421","1522421","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6685","chr6",3462019,3462416,398,"+","TALON","exon",NA,NA,"TALONG000086203","TALONG000086203","NOVEL",NA,"86203",NA,NA,NA,NA,NA,NA,"TALONT001129542","NOVEL","TALONT001129542","1129542",NA,"3","1522425","1522425","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6686","chr6",3464705,3465533,829,"+","TALON","exon",NA,NA,"TALONG000086203","TALONG000086203","NOVEL",NA,"86203",NA,NA,NA,NA,NA,NA,"TALONT001129542","NOVEL","TALONT001129542","1129542",NA,"4","1522427","1522427","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6687","chr6",3469120,3469581,462,"+","TALON","exon",NA,NA,"TALONG000086203","TALONG000086203","NOVEL",NA,"86203",NA,NA,NA,NA,NA,NA,"TALONT001129542","NOVEL","TALONT001129542","1129542",NA,"5","1522430","1522430","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6688","chr6",3868105,3868911,807,"-","TALON","exon",NA,NA,"TALONG000086207","TALONG000086207","NOVEL",NA,"86207",NA,NA,NA,NA,NA,NA,"TALONT001129664","NOVEL","TALONT001129664","1129664",NA,"1","1522491","1522491","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6689","chr6",3853485,3853656,172,"-","TALON","exon",NA,NA,"TALONG000086207","TALONG000086207","NOVEL",NA,"86207",NA,NA,NA,NA,NA,NA,"TALONT001129664","NOVEL","TALONT001129664","1129664",NA,"2","1522483","1522483","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6690","chr6",4020339,4021012,674,"-","TALON","exon",NA,NA,"TALONG000086213","TALONG000086213","NOVEL",NA,"86213",NA,NA,NA,NA,NA,NA,"TALONT000558903","NOVEL","TALONT000558903","558903",NA,"2","1522624","1522624","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6691","chr6",5999963,6000181,219,"+","TALON","exon",NA,NA,"TALONG000086302","TALONG000086302","NOVEL",NA,"86302",NA,NA,NA,NA,NA,NA,"TALONT001133162","NOVEL","TALONT001133162","1133162",NA,"1","2470885","2470885","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6692","chr6",6000101,6000181,81,"+","TALON","exon",NA,NA,"TALONG000086302","TALONG000086302","NOVEL",NA,"86302",NA,NA,NA,NA,NA,NA,"TALONT000559764","NOVEL","TALONT000559764","559764",NA,"1","1523661","1523661","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6693","chr6",6001810,6001946,137,"+","TALON","exon",NA,NA,"TALONG000086302","TALONG000086302","NOVEL",NA,"86302",NA,NA,NA,NA,NA,NA,"TALONT000559764","NOVEL","TALONT000559764","559764",NA,"2","1523665","1523665","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
