ensg	set
ENSG00000101204	DTE
ENSG00000101224	DTE
ENSG00000101292	DTE
ENSG00000101298	DTE
ENSG00000101347	DTE
ENSG00000101350	DTE
ENSG00000101367	DTE
ENSG00000101384	DTE
ENSG00000101407	DTE
ENSG00000101413	DTE
ENSG00000101439	DTE
ENSG00000101445	DTE
ENSG00000101460	DTE
ENSG00000101463	DTE
ENSG00000101489	DTE
ENSG00000101574	DTE
ENSG00000101638	DTE
ENSG00000101670	DTE
ENSG00000101745	DTE
ENSG00000101746	DTE
ENSG00000101773	DTE
ENSG00000101811	DTE
ENSG00000101844	DTE
ENSG00000101868	DTE
ENSG00000101871	DTE
ENSG00000101888	DTE
ENSG00000101935	DTE
ENSG00000101938	DTE
ENSG00000101958	DTE
ENSG00000102024	DTE
ENSG00000102038	DTE
ENSG00000102098	DTE
ENSG00000102109	DTE
ENSG00000102158	DTE
ENSG00000102218	DTE
ENSG00000102225	DTE
ENSG00000102226	DTE
ENSG00000102241	DTE
ENSG00000102271	DTE
ENSG00000102290	DTE
ENSG00000102316	DTE
ENSG00000102452	DTE
ENSG00000102468	DTE
ENSG00000102606	DTE
ENSG00000102678	DTE
ENSG00000102699	DTE
ENSG00000102710	DTE
ENSG00000102804	DTE
ENSG00000102893	DTE
ENSG00000102935	DTE
ENSG00000103018	DTE
ENSG00000103021	DTE
ENSG00000103034	DTE
ENSG00000103043	DTE
ENSG00000103044	DTE
ENSG00000103056	DTE
ENSG00000103187	DTE
ENSG00000103194	DTE
ENSG00000103197	DTE
ENSG00000103264	DTE
ENSG00000103275	DTE
ENSG00000103316	DTE
ENSG00000103351	DTE
ENSG00000103449	DTE
ENSG00000103591	DTE
ENSG00000103647	DTE
ENSG00000103723	DTE
ENSG00000103995	DTE
ENSG00000104047	DTE
ENSG00000104064	DTE
ENSG00000104140	DTE
ENSG00000104154	DTE
ENSG00000104205	DTE
ENSG00000104290	DTE
ENSG00000104341	DTE
ENSG00000104365	DTE
ENSG00000104368	DTE
ENSG00000104375	DTE
ENSG00000104419	DTE
ENSG00000104427	DTE
ENSG00000104435	DTE
ENSG00000104490	DTE
ENSG00000104613	DTE
ENSG00000104722	DTE
ENSG00000104723	DTE
ENSG00000104738	DTE
ENSG00000104833	DTE
ENSG00000104870	DTE
ENSG00000104964	DTE
ENSG00000104998	DTE
ENSG00000105088	DTE
ENSG00000105143	DTE
ENSG00000105220	DTE
ENSG00000105221	DTE
ENSG00000105223	DTE
ENSG00000105281	DTE
ENSG00000105290	DTE
ENSG00000105323	DTE
ENSG00000105355	DTE
ENSG00000105379	DTE
ENSG00000105397	DTE
ENSG00000105409	DTE
ENSG00000105426	DTE
ENSG00000105499	DTE
ENSG00000105520	DTE
ENSG00000105612	DTE
ENSG00000105613	DTE
ENSG00000105642	DTE
ENSG00000105649	DTE
ENSG00000105676	DTE
ENSG00000105696	DTE
ENSG00000105784	DTE
ENSG00000105808	DTE
ENSG00000105854	DTE
ENSG00000105856	DTE
ENSG00000105880	DTE
ENSG00000105887	DTE
ENSG00000105894	DTE
ENSG00000105928	DTE
ENSG00000105953	DTE
ENSG00000105968	DTE
ENSG00000106025	DTE
ENSG00000106066	DTE
ENSG00000106069	DTE
ENSG00000106080	DTE
ENSG00000106089	DTE
ENSG00000106123	DTE
ENSG00000106236	DTE
ENSG00000106278	DTE
ENSG00000106341	DTE
ENSG00000106348	DTE
ENSG00000106355	DTE
ENSG00000106443	DTE
ENSG00000106462	DTE
ENSG00000106484	DTE
ENSG00000106554	DTE
ENSG00000106624	DTE
ENSG00000106636	DTE
ENSG00000106689	DTE
ENSG00000106701	DTE
ENSG00000106723	DTE
ENSG00000106771	DTE
ENSG00000106772	DTE
ENSG00000106829	DTE
ENSG00000107105	DTE
ENSG00000107164	DTE
ENSG00000107186	DTE
ENSG00000107295	DTE
ENSG00000107438	DTE
ENSG00000107551	DTE
ENSG00000107562	DTE
ENSG00000107625	DTE
ENSG00000107643	DTE
ENSG00000107672	DTE
ENSG00000107679	DTE
ENSG00000107719	DTE
ENSG00000107758	DTE
ENSG00000107779	DTE
ENSG00000107819	DTE
ENSG00000107863	DTE
ENSG00000107897	DTE
ENSG00000107949	DTE
ENSG00000107954	DTE
ENSG00000108039	DTE
ENSG00000108219	DTE
ENSG00000108231	DTE
ENSG00000108262	DTE
ENSG00000108309	DTE
ENSG00000108370	DTE
ENSG00000108389	DTE
ENSG00000108424	DTE
ENSG00000108509	DTE
ENSG00000108523	DTE
ENSG00000108592	DTE
ENSG00000108679	DTE
ENSG00000108773	DTE
ENSG00000108852	DTE
ENSG00000108861	DTE
ENSG00000108946	DTE
ENSG00000108960	DTE
ENSG00000108984	DTE
ENSG00000109099	DTE
ENSG00000109113	DTE
ENSG00000109118	DTE
ENSG00000109180	DTE
ENSG00000109184	DTE
ENSG00000109265	DTE
ENSG00000109332	DTE
ENSG00000109390	DTE
ENSG00000109458	DTE
ENSG00000109466	DTE
ENSG00000109572	DTE
ENSG00000109576	DTE
ENSG00000109586	DTE
ENSG00000109618	DTE
ENSG00000109654	DTE
ENSG00000109670	DTE
ENSG00000109738	DTE
ENSG00000109756	DTE
ENSG00000109787	DTE
ENSG00000109790	DTE
ENSG00000109805	DTE
ENSG00000109814	DTE
ENSG00000109819	DTE
ENSG00000109832	DTE
ENSG00000109861	DTE
ENSG00000109919	DTE
ENSG00000109929	DTE
ENSG00000109956	DTE
ENSG00000110002	DTE
ENSG00000110066	DTE
ENSG00000110075	DTE
ENSG00000110148	DTE
ENSG00000110237	DTE
ENSG00000110318	DTE
ENSG00000110321	DTE
ENSG00000110328	DTE
ENSG00000110436	DTE
ENSG00000110492	DTE
ENSG00000110514	DTE
ENSG00000110660	DTE
ENSG00000110675	DTE
ENSG00000110697	DTE
ENSG00000110756	DTE
ENSG00000110768	DTE
ENSG00000110786	DTE
ENSG00000110841	DTE
ENSG00000110871	DTE
ENSG00000110880	DTE
ENSG00000110925	DTE
ENSG00000110931	DTE
ENSG00000110987	DTE
ENSG00000111218	DTE
ENSG00000111224	DTE
ENSG00000111237	DTE
ENSG00000111247	DTE
ENSG00000111266	DTE
ENSG00000111328	DTE
ENSG00000111445	DTE
ENSG00000111450	DTE
ENSG00000111490	DTE
ENSG00000111554	DTE
ENSG00000111581	DTE
ENSG00000111602	DTE
ENSG00000111615	DTE
ENSG00000111665	DTE
ENSG00000111667	DTE
ENSG00000111674	DTE
ENSG00000111711	DTE
ENSG00000111725	DTE
ENSG00000111728	DTE
ENSG00000111731	DTE
ENSG00000111790	DTE
ENSG00000111846	DTE
ENSG00000111850	DTE
ENSG00000111877	DTE
ENSG00000111897	DTE
ENSG00000112029	DTE
ENSG00000112079	DTE
ENSG00000112118	DTE
ENSG00000112137	DTE
ENSG00000112149	DTE
ENSG00000112186	DTE
ENSG00000112200	DTE
ENSG00000112232	DTE
ENSG00000112280	DTE
ENSG00000112290	DTE
ENSG00000112305	DTE
ENSG00000112309	DTE
ENSG00000112312	DTE
ENSG00000112320	DTE
ENSG00000112333	DTE
ENSG00000112414	DTE
ENSG00000112419	DTE
ENSG00000112531	DTE
ENSG00000112559	DTE
ENSG00000112576	DTE
ENSG00000112584	DTE
ENSG00000112655	DTE
ENSG00000112701	DTE
ENSG00000112742	DTE
ENSG00000112851	DTE
ENSG00000112977	DTE
ENSG00000112983	DTE
ENSG00000112984	DTE
ENSG00000113108	DTE
ENSG00000113140	DTE
ENSG00000113161	DTE
ENSG00000113269	DTE
ENSG00000113272	DTE
ENSG00000113327	DTE
ENSG00000113328	DTE
ENSG00000113361	DTE
ENSG00000113387	DTE
ENSG00000113389	DTE
ENSG00000113504	DTE
ENSG00000113578	DTE
ENSG00000113594	DTE
ENSG00000113648	DTE
ENSG00000113657	DTE
ENSG00000113658	DTE
ENSG00000113712	DTE
ENSG00000113742	DTE
ENSG00000113758	DTE
ENSG00000113761	DTE
ENSG00000113810	DTE
ENSG00000113851	DTE
ENSG00000113966	DTE
ENSG00000114019	DTE
ENSG00000114107	DTE
ENSG00000114115	DTE
ENSG00000114126	DTE
ENSG00000114200	DTE
ENSG00000114279	DTE
ENSG00000114331	DTE
ENSG00000114346	DTE
ENSG00000114353	DTE
ENSG00000114354	DTE
ENSG00000114416	DTE
ENSG00000114439	DTE
ENSG00000114491	DTE
ENSG00000114541	DTE
ENSG00000114631	DTE
ENSG00000114648	DTE
ENSG00000114670	DTE
ENSG00000114738	DTE
ENSG00000114745	DTE
ENSG00000114757	DTE
ENSG00000114770	DTE
ENSG00000114790	DTE
ENSG00000114796	DTE
ENSG00000114861	DTE
ENSG00000114867	DTE
ENSG00000114904	DTE
ENSG00000114923	DTE
ENSG00000114978	DTE
ENSG00000114982	DTE
ENSG00000114988	DTE
ENSG00000114993	DTE
ENSG00000115053	DTE
ENSG00000115084	DTE
ENSG00000115109	DTE
ENSG00000115129	DTE
ENSG00000115159	DTE
ENSG00000115216	DTE
ENSG00000115233	DTE
ENSG00000115252	DTE
ENSG00000115271	DTE
ENSG00000115282	DTE
ENSG00000115290	DTE
ENSG00000115295	DTE
ENSG00000115306	DTE
ENSG00000115310	DTE
ENSG00000115318	DTE
ENSG00000115504	DTE
ENSG00000115548	DTE
ENSG00000115657	DTE
ENSG00000115677	DTE
ENSG00000115738	DTE
ENSG00000115825	DTE
ENSG00000115839	DTE
ENSG00000115840	DTE
ENSG00000115844	DTE
ENSG00000115866	DTE
ENSG00000115884	DTE
ENSG00000115902	DTE
ENSG00000115963	DTE
ENSG00000116001	DTE
ENSG00000116005	DTE
ENSG00000116044	DTE
ENSG00000116147	DTE
ENSG00000116171	DTE
ENSG00000116266	DTE
ENSG00000116285	DTE
ENSG00000116299	DTE
ENSG00000116337	DTE
ENSG00000116406	DTE
ENSG00000116478	DTE
ENSG00000116641	DTE
ENSG00000116675	DTE
ENSG00000116679	DTE
ENSG00000116688	DTE
ENSG00000116731	DTE
ENSG00000116747	DTE
ENSG00000116791	DTE
ENSG00000116793	DTE
ENSG00000116815	DTE
ENSG00000116830	DTE
ENSG00000116852	DTE
ENSG00000116871	DTE
ENSG00000116874	DTE
ENSG00000116977	DTE
ENSG00000116983	DTE
ENSG00000116991	DTE
ENSG00000117020	DTE
ENSG00000117054	DTE
ENSG00000117069	DTE
ENSG00000117114	DTE
ENSG00000117122	DTE
ENSG00000117154	DTE
ENSG00000117155	DTE
ENSG00000117335	DTE
ENSG00000117385	DTE
ENSG00000117399	DTE
ENSG00000117450	DTE
ENSG00000117461	DTE
ENSG00000117479	DTE
ENSG00000117519	DTE
ENSG00000117525	DTE
ENSG00000117593	DTE
ENSG00000117600	DTE
ENSG00000117650	DTE
ENSG00000117707	DTE
ENSG00000117724	DTE
ENSG00000117791	DTE
ENSG00000117859	DTE
ENSG00000117906	DTE
ENSG00000118160	DTE
ENSG00000118369	DTE
ENSG00000118402	DTE
ENSG00000118418	DTE
ENSG00000118432	DTE
ENSG00000118473	DTE
ENSG00000118495	DTE
ENSG00000118507	DTE
ENSG00000118515	DTE
ENSG00000118518	DTE
ENSG00000118705	DTE
ENSG00000118707	DTE
ENSG00000118733	DTE
ENSG00000118785	DTE
ENSG00000118855	DTE
ENSG00000118946	DTE
ENSG00000118965	DTE
ENSG00000118971	DTE
ENSG00000118985	DTE
ENSG00000119042	DTE
ENSG00000119285	DTE
ENSG00000119326	DTE
ENSG00000119335	DTE
ENSG00000119392	DTE
ENSG00000119397	DTE
ENSG00000119403	DTE
ENSG00000119408	DTE
ENSG00000119471	DTE
ENSG00000119509	DTE
ENSG00000119523	DTE
ENSG00000119599	DTE
ENSG00000119682	DTE
ENSG00000119688	DTE
ENSG00000119711	DTE
ENSG00000119714	DTE
ENSG00000119772	DTE
ENSG00000119787	DTE
ENSG00000119801	DTE
ENSG00000119844	DTE
ENSG00000119862	DTE
ENSG00000119865	DTE
ENSG00000119866	DTE
ENSG00000119888	DTE
ENSG00000119950	DTE
ENSG00000119969	DTE
ENSG00000119977	DTE
ENSG00000120049	DTE
ENSG00000120162	DTE
ENSG00000120251	DTE
ENSG00000120265	DTE
ENSG00000120278	DTE
ENSG00000120318	DTE
ENSG00000120334	DTE
ENSG00000120526	DTE
ENSG00000120539	DTE
ENSG00000120647	DTE
ENSG00000120693	DTE
ENSG00000120694	DTE
ENSG00000120699	DTE
ENSG00000120742	DTE
ENSG00000120802	DTE
ENSG00000120820	DTE
ENSG00000120885	DTE
ENSG00000120896	DTE
ENSG00000120899	DTE
ENSG00000120910	DTE
ENSG00000120942	DTE
ENSG00000120963	DTE
ENSG00000121005	DTE
ENSG00000121057	DTE
ENSG00000121067	DTE
ENSG00000121210	DTE
ENSG00000121297	DTE
ENSG00000121486	DTE
ENSG00000121621	DTE
ENSG00000121671	DTE
ENSG00000121690	DTE
ENSG00000121691	DTE
ENSG00000121905	DTE
ENSG00000121940	DTE
ENSG00000121957	DTE
ENSG00000121964	DTE
ENSG00000122203	DTE
ENSG00000122218	DTE
ENSG00000122547	DTE
ENSG00000122642	DTE
ENSG00000122644	DTE
ENSG00000122694	DTE
ENSG00000122705	DTE
ENSG00000122707	DTE
ENSG00000122729	DTE
ENSG00000122741	DTE
ENSG00000122783	DTE
ENSG00000122786	DTE
ENSG00000122824	DTE
ENSG00000122884	DTE
ENSG00000122952	DTE
ENSG00000123080	DTE
ENSG00000123119	DTE
ENSG00000123143	DTE
ENSG00000123213	DTE
ENSG00000123219	DTE
ENSG00000123352	DTE
ENSG00000123360	DTE
ENSG00000123374	DTE
ENSG00000123485	DTE
ENSG00000123505	DTE
ENSG00000123545	DTE
ENSG00000123560	DTE
ENSG00000123562	DTE
ENSG00000123570	DTE
ENSG00000123575	DTE
ENSG00000123636	DTE
ENSG00000123975	DTE
ENSG00000124193	DTE
ENSG00000124214	DTE
ENSG00000124222	DTE
ENSG00000124226	DTE
ENSG00000124275	DTE
ENSG00000124406	DTE
ENSG00000124641	DTE
ENSG00000124766	DTE
ENSG00000124772	DTE
ENSG00000124783	DTE
ENSG00000124785	DTE
ENSG00000124788	DTE
ENSG00000124795	DTE
ENSG00000124831	DTE
ENSG00000125124	DTE
ENSG00000125170	DTE
ENSG00000125247	DTE
ENSG00000125354	DTE
ENSG00000125355	DTE
ENSG00000125386	DTE
ENSG00000125462	DTE
ENSG00000125734	DTE
ENSG00000125814	DTE
ENSG00000125841	DTE
ENSG00000125851	DTE
ENSG00000125868	DTE
ENSG00000125871	DTE
ENSG00000125952	DTE
ENSG00000125966	DTE
ENSG00000125991	DTE
ENSG00000126070	DTE
ENSG00000126214	DTE
ENSG00000126216	DTE
ENSG00000126217	DTE
ENSG00000126261	DTE
ENSG00000126351	DTE
ENSG00000126705	DTE
ENSG00000126777	DTE
ENSG00000126785	DTE
ENSG00000126787	DTE
ENSG00000126790	DTE
ENSG00000126804	DTE
ENSG00000126822	DTE
ENSG00000126878	DTE
ENSG00000126947	DTE
ENSG00000126950	DTE
ENSG00000127220	DTE
ENSG00000127241	DTE
ENSG00000127511	DTE
ENSG00000127527	DTE
ENSG00000127561	DTE
ENSG00000127564	DTE
ENSG00000127603	DTE
ENSG00000127663	DTE
ENSG00000127838	DTE
ENSG00000127863	DTE
ENSG00000127914	DTE
ENSG00000127948	DTE
ENSG00000127955	DTE
ENSG00000127990	DTE
ENSG00000128045	DTE
ENSG00000128050	DTE
ENSG00000128266	DTE
ENSG00000128309	DTE
ENSG00000128487	DTE
ENSG00000128573	DTE
ENSG00000128585	DTE
ENSG00000128595	DTE
ENSG00000128596	DTE
ENSG00000128606	DTE
ENSG00000128683	DTE
ENSG00000128708	DTE
ENSG00000128791	DTE
ENSG00000128915	DTE
ENSG00000128928	DTE
ENSG00000128944	DTE
ENSG00000129003	DTE
ENSG00000129116	DTE
ENSG00000129195	DTE
ENSG00000129219	DTE
ENSG00000129244	DTE
ENSG00000129292	DTE
ENSG00000129353	DTE
ENSG00000129493	DTE
ENSG00000129515	DTE
ENSG00000129534	DTE
ENSG00000129596	DTE
ENSG00000129625	DTE
ENSG00000129636	DTE
ENSG00000129657	DTE
ENSG00000129675	DTE
ENSG00000129682	DTE
ENSG00000129990	DTE
ENSG00000130035	DTE
ENSG00000130055	DTE
ENSG00000130164	DTE
ENSG00000130222	DTE
ENSG00000130226	DTE
ENSG00000130287	DTE
ENSG00000130304	DTE
ENSG00000130396	DTE
ENSG00000130402	DTE
ENSG00000130475	DTE
ENSG00000130517	DTE
ENSG00000130540	DTE
ENSG00000130558	DTE
ENSG00000130669	DTE
ENSG00000130779	DTE
ENSG00000130822	DTE
ENSG00000130844	DTE
ENSG00000130985	DTE
ENSG00000131018	DTE
ENSG00000131067	DTE
ENSG00000131089	DTE
ENSG00000131095	DTE
ENSG00000131149	DTE
ENSG00000131153	DTE
ENSG00000131370	DTE
ENSG00000131374	DTE
ENSG00000131437	DTE
ENSG00000131459	DTE
ENSG00000131503	DTE
ENSG00000131504	DTE
ENSG00000131507	DTE
ENSG00000131558	DTE
ENSG00000131652	DTE
ENSG00000131711	DTE
ENSG00000131747	DTE
ENSG00000131771	DTE
ENSG00000131778	DTE
ENSG00000131788	DTE
ENSG00000131791	DTE
ENSG00000131828	DTE
ENSG00000131831	DTE
ENSG00000131844	DTE
ENSG00000131899	DTE
ENSG00000132300	DTE
ENSG00000132383	DTE
ENSG00000132405	DTE
ENSG00000132463	DTE
ENSG00000132471	DTE
ENSG00000132475	DTE
ENSG00000132485	DTE
ENSG00000132535	DTE
ENSG00000132563	DTE
ENSG00000132589	DTE
ENSG00000132639	DTE
ENSG00000132640	DTE
ENSG00000132646	DTE
ENSG00000132670	DTE
ENSG00000132688	DTE
ENSG00000132692	DTE
ENSG00000132792	DTE
ENSG00000132824	DTE
ENSG00000132842	DTE
ENSG00000132872	DTE
ENSG00000132879	DTE
ENSG00000132912	DTE
ENSG00000132932	DTE
ENSG00000132964	DTE
ENSG00000132975	DTE
ENSG00000133026	DTE
ENSG00000133030	DTE
ENSG00000133069	DTE
ENSG00000133083	DTE
ENSG00000133101	DTE
ENSG00000133104	DTE
ENSG00000133119	DTE
ENSG00000133134	DTE
ENSG00000133195	DTE
ENSG00000133226	DTE
ENSG00000133265	DTE
ENSG00000133302	DTE
ENSG00000133318	DTE
ENSG00000133401	DTE
ENSG00000133627	DTE
ENSG00000133639	DTE
ENSG00000133739	DTE
ENSG00000133789	DTE
ENSG00000133818	DTE
ENSG00000133872	DTE
ENSG00000133878	DTE
ENSG00000133884	DTE
ENSG00000134057	DTE
ENSG00000134121	DTE
ENSG00000134138	DTE
ENSG00000134146	DTE
ENSG00000134184	DTE
ENSG00000134198	DTE
ENSG00000134202	DTE
ENSG00000134207	DTE
ENSG00000134222	DTE
ENSG00000134253	DTE
ENSG00000134265	DTE
ENSG00000134278	DTE
ENSG00000134287	DTE
ENSG00000134294	DTE
ENSG00000134313	DTE
ENSG00000134324	DTE
ENSG00000134326	DTE
ENSG00000134352	DTE
ENSG00000134371	DTE
ENSG00000134376	DTE
ENSG00000134444	DTE
ENSG00000134532	DTE
ENSG00000134644	DTE
ENSG00000134684	DTE
ENSG00000134686	DTE
ENSG00000134690	DTE
ENSG00000134769	DTE
ENSG00000134775	DTE
ENSG00000134779	DTE
ENSG00000134780	DTE
ENSG00000134802	DTE
ENSG00000134874	DTE
ENSG00000134897	DTE
ENSG00000134910	DTE
ENSG00000134970	DTE
ENSG00000134982	DTE
ENSG00000134986	DTE
ENSG00000135002	DTE
ENSG00000135046	DTE
ENSG00000135049	DTE
ENSG00000135052	DTE
ENSG00000135069	DTE
ENSG00000135090	DTE
ENSG00000135097	DTE
ENSG00000135127	DTE
ENSG00000135250	DTE
ENSG00000135298	DTE
ENSG00000135317	DTE
ENSG00000135333	DTE
ENSG00000135341	DTE
ENSG00000135365	DTE
ENSG00000135387	DTE
ENSG00000135439	DTE
ENSG00000135454	DTE
ENSG00000135469	DTE
ENSG00000135472	DTE
ENSG00000135503	DTE
ENSG00000135525	DTE
ENSG00000135535	DTE
ENSG00000135540	DTE
ENSG00000135622	DTE
ENSG00000135775	DTE
ENSG00000135821	DTE
ENSG00000135912	DTE
ENSG00000135916	DTE
ENSG00000135924	DTE
ENSG00000135926	DTE
ENSG00000135930	DTE
ENSG00000135976	DTE
ENSG00000136002	DTE
ENSG00000136021	DTE
ENSG00000136044	DTE
ENSG00000136108	DTE
ENSG00000136122	DTE
ENSG00000136141	DTE
ENSG00000136146	DTE
ENSG00000136153	DTE
ENSG00000136161	DTE
ENSG00000136193	DTE
ENSG00000136250	DTE
ENSG00000136261	DTE
ENSG00000136273	DTE
ENSG00000136305	DTE
ENSG00000136404	DTE
ENSG00000136436	DTE
ENSG00000136450	DTE
ENSG00000136451	DTE
ENSG00000136478	DTE
ENSG00000136518	DTE
ENSG00000136531	DTE
ENSG00000136535	DTE
ENSG00000136628	DTE
ENSG00000136717	DTE
ENSG00000136718	DTE
ENSG00000136754	DTE
ENSG00000136770	DTE
ENSG00000136811	DTE
ENSG00000136824	DTE
ENSG00000136828	DTE
ENSG00000136842	DTE
ENSG00000136854	DTE
ENSG00000136859	DTE
ENSG00000136895	DTE
ENSG00000136935	DTE
ENSG00000136938	DTE
ENSG00000136960	DTE
ENSG00000136999	DTE
ENSG00000137033	DTE
ENSG00000137070	DTE
ENSG00000137073	DTE
ENSG00000137094	DTE
ENSG00000137142	DTE
ENSG00000137216	DTE
ENSG00000137221	DTE
ENSG00000137261	DTE
ENSG00000137269	DTE
ENSG00000137275	DTE
ENSG00000137285	DTE
ENSG00000137310	DTE
ENSG00000137312	DTE
ENSG00000137343	DTE
ENSG00000137409	DTE
ENSG00000137478	DTE
ENSG00000137497	DTE
ENSG00000137500	DTE
ENSG00000137575	DTE
ENSG00000137700	DTE
ENSG00000137710	DTE
ENSG00000137713	DTE
ENSG00000137726	DTE
ENSG00000137760	DTE
ENSG00000137802	DTE
ENSG00000137804	DTE
ENSG00000137807	DTE
ENSG00000137817	DTE
ENSG00000137821	DTE
ENSG00000137831	DTE
ENSG00000137843	DTE
ENSG00000137872	DTE
ENSG00000137936	DTE
ENSG00000137942	DTE
ENSG00000137968	DTE
ENSG00000138029	DTE
ENSG00000138069	DTE
ENSG00000138078	DTE
ENSG00000138092	DTE
ENSG00000138101	DTE
ENSG00000138111	DTE
ENSG00000138160	DTE
ENSG00000138162	DTE
ENSG00000138175	DTE
ENSG00000138182	DTE
ENSG00000138190	DTE
ENSG00000138193	DTE
ENSG00000138279	DTE
ENSG00000138336	DTE
ENSG00000138376	DTE
ENSG00000138386	DTE
ENSG00000138430	DTE
ENSG00000138443	DTE
ENSG00000138448	DTE
ENSG00000138449	DTE
ENSG00000138496	DTE
ENSG00000138600	DTE
ENSG00000138623	DTE
ENSG00000138640	DTE
ENSG00000138641	DTE
ENSG00000138650	DTE
ENSG00000138658	DTE
ENSG00000138670	DTE
ENSG00000138674	DTE
ENSG00000138688	DTE
ENSG00000138698	DTE
ENSG00000138744	DTE
ENSG00000138750	DTE
ENSG00000138757	DTE
ENSG00000138758	DTE
ENSG00000138768	DTE
ENSG00000138769	DTE
ENSG00000138771	DTE
ENSG00000138778	DTE
ENSG00000138794	DTE
ENSG00000138814	DTE
ENSG00000138834	DTE
ENSG00000138835	DTE
ENSG00000138867	DTE
ENSG00000139112	DTE
ENSG00000139117	DTE
ENSG00000139146	DTE
ENSG00000139155	DTE
ENSG00000139174	DTE
ENSG00000139182	DTE
ENSG00000139200	DTE
ENSG00000139218	DTE
ENSG00000139220	DTE
ENSG00000139263	DTE
ENSG00000139318	DTE
ENSG00000139323	DTE
ENSG00000139324	DTE
ENSG00000139350	DTE
ENSG00000139354	DTE
ENSG00000139364	DTE
ENSG00000139433	DTE
ENSG00000139508	DTE
ENSG00000139597	DTE
ENSG00000139613	DTE
ENSG00000139624	DTE
ENSG00000139644	DTE
ENSG00000139668	DTE
ENSG00000139687	DTE
ENSG00000139734	DTE
ENSG00000139793	DTE
ENSG00000139842	DTE
ENSG00000139910	DTE
ENSG00000139921	DTE
ENSG00000139970	DTE
ENSG00000139977	DTE
ENSG00000139990	DTE
ENSG00000139998	DTE
ENSG00000140157	DTE
ENSG00000140262	DTE
ENSG00000140263	DTE
ENSG00000140280	DTE
ENSG00000140299	DTE
ENSG00000140386	DTE
ENSG00000140416	DTE
ENSG00000140455	DTE
ENSG00000140474	DTE
ENSG00000140497	DTE
ENSG00000140525	DTE
ENSG00000140538	DTE
ENSG00000140545	DTE
ENSG00000140557	DTE
ENSG00000140575	DTE
ENSG00000140600	DTE
ENSG00000140632	DTE
ENSG00000140682	DTE
ENSG00000140750	DTE
ENSG00000140854	DTE
ENSG00000140859	DTE
ENSG00000140931	DTE
ENSG00000140937	DTE
ENSG00000140945	DTE
ENSG00000140995	DTE
ENSG00000141026	DTE
ENSG00000141027	DTE
ENSG00000141098	DTE
ENSG00000141198	DTE
ENSG00000141219	DTE
ENSG00000141367	DTE
ENSG00000141380	DTE
ENSG00000141404	DTE
ENSG00000141447	DTE
ENSG00000141503	DTE
ENSG00000141510	DTE
ENSG00000141540	DTE
ENSG00000141556	DTE
ENSG00000141627	DTE
ENSG00000141639	DTE
ENSG00000141644	DTE
ENSG00000141646	DTE
ENSG00000141668	DTE
ENSG00000141696	DTE
ENSG00000141699	DTE
ENSG00000141736	DTE
ENSG00000141756	DTE
ENSG00000141905	DTE
ENSG00000142178	DTE
ENSG00000142192	DTE
ENSG00000142459	DTE
ENSG00000142599	DTE
ENSG00000142657	DTE
ENSG00000142686	DTE
ENSG00000142687	DTE
ENSG00000142731	DTE
ENSG00000142871	DTE
ENSG00000142875	DTE
ENSG00000142945	DTE
ENSG00000142949	DTE
ENSG00000143013	DTE
ENSG00000143061	DTE
ENSG00000143093	DTE
ENSG00000143126	DTE
ENSG00000143149	DTE
ENSG00000143153	DTE
ENSG00000143164	DTE
ENSG00000143179	DTE
ENSG00000143190	DTE
ENSG00000143228	DTE
ENSG00000143337	DTE
ENSG00000143344	DTE
ENSG00000143373	DTE
ENSG00000143390	DTE
ENSG00000143393	DTE
ENSG00000143401	DTE
ENSG00000143442	DTE
ENSG00000143457	DTE
ENSG00000143469	DTE
ENSG00000143476	DTE
ENSG00000143493	DTE
ENSG00000143502	DTE
ENSG00000143507	DTE
ENSG00000143514	DTE
ENSG00000143537	DTE
ENSG00000143545	DTE
ENSG00000143549	DTE
ENSG00000143569	DTE
ENSG00000143590	DTE
ENSG00000143603	DTE
ENSG00000143622	DTE
ENSG00000143630	DTE
ENSG00000143643	DTE
ENSG00000143669	DTE
ENSG00000143702	DTE
ENSG00000143776	DTE
ENSG00000143786	DTE
ENSG00000143801	DTE
ENSG00000143815	DTE
ENSG00000143845	DTE
ENSG00000143889	DTE
ENSG00000143924	DTE
ENSG00000143971	DTE
ENSG00000144036	DTE
ENSG00000144040	DTE
ENSG00000144118	DTE
ENSG00000144191	DTE
ENSG00000144218	DTE
ENSG00000144290	DTE
ENSG00000144339	DTE
ENSG00000144354	DTE
ENSG00000144355	DTE
ENSG00000144366	DTE
ENSG00000144455	DTE
ENSG00000144460	DTE
ENSG00000144485	DTE
ENSG00000144554	DTE
ENSG00000144560	DTE
ENSG00000144583	DTE
ENSG00000144619	DTE
ENSG00000144647	DTE
ENSG00000144674	DTE
ENSG00000144724	DTE
ENSG00000144736	DTE
ENSG00000144749	DTE
ENSG00000144792	DTE
ENSG00000144847	DTE
ENSG00000144857	DTE
ENSG00000144868	DTE
ENSG00000145241	DTE
ENSG00000145242	DTE
ENSG00000145284	DTE
ENSG00000145332	DTE
ENSG00000145335	DTE
ENSG00000145349	DTE
ENSG00000145362	DTE
ENSG00000145386	DTE
ENSG00000145391	DTE
ENSG00000145416	DTE
ENSG00000145545	DTE
ENSG00000145555	DTE
ENSG00000145592	DTE
ENSG00000145604	DTE
