"","ensembl_gene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","band"
"29122","ENSG00000251884","RNA5SP288","rRNA","9",97904731,97904823,"q22.32"
"29123","ENSG00000251895","RNU6-976P","snRNA","14",85206286,85206396,"q31.3"
"29124","ENSG00000251920","RNA5SP216","rRNA","6",126300958,126301080,"q22.32"
"29125","ENSG00000251952","RNU6-1219P","snRNA","22",29587685,29587796,"q12.1"
"29126","ENSG00000251980","RNU6-436P","snRNA","2",158769284,158769397,"q24.1"
"29127","ENSG00000251990","RNA5SP180","rRNA","5",17157080,17157180,"p15.1"
"29128","ENSG00000251991","RNU7-49P","snRNA","11",14500438,14500499,"p15.2"
"29129","ENSG00000251994","RNU2-27P","snRNA","18",9518117,9518258,"p11.22"
"29130","ENSG00000252010","SCARNA5","snoRNA","2",234184373,234184648,"q37.1"
"29131","ENSG00000252015","RNU6-904P","snRNA","2",141924826,141924926,"q22.1"
"29133","ENSG00000252062","RNU6-469P","snRNA","4",85807539,85807639,"q21.23"
"29134","ENSG00000252080","RNU7-99P","snRNA","16",6798909,6798970,"p13.3"
"29135","ENSG00000252130","RNU6-1045P","snRNA","2",192235664,192235770,"q32.3"
"29136","ENSG00000252132","RNU6-795P","snRNA","10",38332801,38332903,"p11.1"
"29137","ENSG00000252211","RNA5SP473","rRNA","19",58874805,58874929,"q13.43"
"29138","ENSG00000252297","RNU6-875P","snRNA","8",124354654,124354759,"q24.13"
"29139","ENSG00000252316","RNY4","misc_RNA","7",148660407,148660502,"q36.1"
"29140","ENSG00000252326","SNORD116-25","snoRNA","15",25342810,25342901,"q11.2"
"29141","ENSG00000252338","RNU6-503P","snRNA","1",76003700,76003804,"p31.1"
"29142","ENSG00000252351","RNU6ATAC12P","snRNA","11",131255144,131255258,"q25"
"29143","ENSG00000252361","RNU6-118P","snRNA","11",62583438,62583539,"q12.3"
"29144","ENSG00000252498","RNU6-1016P","snRNA","6",76353800,76353893,"q14.1"
"29145","ENSG00000252503","RNU6-531P","snRNA","4",139976629,139976732,"q31.1"
"29146","ENSG00000252516","RNA5SP82","rRNA","1",247367872,247367963,"q44"
"29147","ENSG00000252569","RNU6-1153P","snRNA","16",53477140,53477244,"q12.2"
"29148","ENSG00000252614","RNU6-807P","snRNA","15",102188409,102188515,"q26.3"
"29149","ENSG00000252620","RNU6ATAC24P","snRNA","3",195249885,195250019,"q29"
"29150","ENSG00000252636","RNU6-826P","snRNA","17",47113714,47113817,"q21.32"
"29151","ENSG00000252641","RNU6-678P","snRNA","3",133383779,133383878,"q22.1"
"29152","ENSG00000252658","RNU6-786P","snRNA","6",158355200,158355289,"q25.3"
"29153","ENSG00000252690","SCARNA15","processed_transcript","15",83421636,83425960,"q25.2"
"29154","ENSG00000252193","SCARNA15","snoRNA","20",41933195,41933319,"q13.11"
"29156","ENSG00000252700","RNU7-110P","snRNA","3",33455642,33455703,"p22.3"
"29157","ENSG00000252743","RNU6-850P","snRNA","6",31724728,31724830,"p21.33"
"29158","ENSG00000252757","RN7SKP96","misc_RNA","4",87257471,87257767,"q21.3"
"29159","ENSG00000252782","RNU6-341P","snRNA","14",58759011,58759106,"q23.1"
"29160","ENSG00000252804","RNU6-958P","snRNA","2",43635446,43635551,"p21"
"29161","ENSG00000252821","RNU6-388P","snRNA","7",33041562,33041666,"p14.3"
"29162","ENSG00000252827","RN7SKP11","misc_RNA","12",96820978,96821264,"q23.1"
"29165","ENSG00000252409","SCARNA21","snoRNA","3",41729360,41729525,"p22.1"
"29166","ENSG00000252835","SCARNA21","snoRNA","17",7809440,7809578,"p13.1"
"29167","ENSG00000252906","SCARNA3","snoRNA","1",175937534,175937676,"q25.1"
"29168","ENSG00000252908","RNU6-1003P","snRNA","5",17240720,17240824,"p15.1"
"29169","ENSG00000252914","RNU6-789P","snRNA","3",136440236,136440337,"q22.3"
"29170","ENSG00000252950","RNA5SP490","rRNA","21",33935385,33935520,"q22.11"
"29171","ENSG00000253024","RNU6-1238P","snRNA","11",67162681,67162782,"q13.2"
"29172","ENSG00000253043","RNU7-181P","snRNA","8",131016774,131016847,"q24.21"
"29173","ENSG00000253048","RNU4-60P","snRNA","19",42977027,42977161,"q13.2"
"29174","ENSG00000253058","RNA5SP437","rRNA","17",30290824,30290952,"q11.2"
"29175","ENSG00000253080","RNA5SP373","rRNA","12",111777331,111777425,"q24.12"
"29176","ENSG00000253146","CIR1P1","pseudogene","5",153938868,153940000,"q33.2"
"29177","ENSG00000253148","RGS21","protein_coding","1",192286122,192336415,"q31.2"
"29178","ENSG00000253159","PCDHGA12","protein_coding","5",140810185,140892546,"q31.3"
"29179","ENSG00000253218","KLF3P1","pseudogene","5",171681422,171682443,"q35.1"
"29180","ENSG00000253228","NRBF2P4","pseudogene","8",108995344,108996193,"q23.1"
"29181","ENSG00000253230","LINC00599","lincRNA","8",9757574,9762876,"p23.1"
"29182","ENSG00000253250","C8orf88","protein_coding","8",91970865,91997485,"q21.3"
"29183","ENSG00000253276","CCDC71L","protein_coding","7",106297211,106301442,"q22.3"
"29185","ENSG00000253302","STAU2-AS1","lincRNA","8",74332239,74353761,"q21.11"
"29186","ENSG00000253304","TMEM200B","protein_coding","1",29445940,29450447,"p35.3"
"29187","ENSG00000253305","PCDHGB6","protein_coding","5",140787770,140892546,"q31.3"
"29189","ENSG00000253327","RAD21-AS1","antisense","8",117886663,117889107,"q24.11"
"29190","ENSG00000253328","SUMO2P19","pseudogene","8",103254268,103254847,"q22.3"
"29191","ENSG00000253352","TUG1","antisense","22",31366663,31375381,"q12.2"
"29192","ENSG00000253368","TRNP1","protein_coding","1",27320198,27327389,"p36.11"
"29193","ENSG00000253421","ZNHIT1P1","pseudogene","8",143939770,143940213,"q24.3"
"29195","ENSG00000253438","PCAT1","lincRNA","8",127859300,128033259,"q24.21"
"29196","ENSG00000253457","SMIM18","protein_coding","8",30496117,30503581,"p12"
"29197","ENSG00000253463","HMGB1P19","pseudogene","8",124135346,124135922,"q24.13"
"29198","ENSG00000253485","PCDHGA5","protein_coding","5",140743898,140892546,"q31.3"
"29200","ENSG00000253506","NACA2","protein_coding","17",59667794,59668563,"q23.2"
"29201","ENSG00000253516","HMGB1P41","pseudogene","8",81724377,81724816,"q21.13"
"29202","ENSG00000253517","XRCC6P4","pseudogene","8",63767627,63769693,"q12.3"
"29204","ENSG00000253537","PCDHGA7","protein_coding","5",140762467,140892546,"q31.3"
"29205","ENSG00000253541","SEPT10P1","pseudogene","8",57389385,57390546,"q12.1"
"29206","ENSG00000253542","SDR16C6P","pseudogene","8",57285623,57307924,"q12.1"
"29209","ENSG00000253559","OSGEPL1-AS1","antisense","2",190627430,190630282,"q32.2"
"29210","ENSG00000253570","RNF5P1","pseudogene","8",38458179,38458718,"p11.22"
"29211","ENSG00000253579","SUMO2P16","pseudogene","8",30989055,30989318,"p12"
"29212","ENSG00000253606","AFG3L2P1","pseudogene","8",43125341,43127105,"p11.1"
"29213","ENSG00000253618","GRPEL2-AS1","antisense","5",148727679,148737205,"q32"
"29214","ENSG00000253626","EIF5AL1","protein_coding","10",81272357,81276188,"q22.3"
"29215","ENSG00000253639","SUMO2P18","pseudogene","8",98870277,98871175,"q22.1"
"29216","ENSG00000253651","SOD1P3","pseudogene","8",126964105,126964558,"q24.13"
"29217","ENSG00000253661","ZFHX4-AS1","antisense","8",77403435,77595513,"q21.11"
"29218","ENSG00000253677","UBE2HP1","pseudogene","8",82167105,82167464,"q21.13"
"29219","ENSG00000253696","KBTBD11-OT1","lincRNA","8",1919563,1924644,"p23.3"
"29220","ENSG00000253710","ALG11","protein_coding","13",52586534,52603800,"q14.3"
"29222","ENSG00000253719","ATXN7L3B","protein_coding","12",74931551,74935223,"q21.1"
"29223","ENSG00000253721","SUMO2P20","pseudogene","8",70899650,70899932,"q13.3"
"29224","ENSG00000253729","PRKDC","protein_coding","8",48685669,48872743,"q11.21"
"29225","ENSG00000253731","PCDHGA6","protein_coding","5",140753651,140892546,"q31.3"
"29229","ENSG00000253767","PCDHGA8","protein_coding","5",140772381,140892546,"q31.3"
"29230","ENSG00000253771","TPTE2P1","pseudogene","13",25498815,25542625,"q12.13"
"29231","ENSG00000253797","UTP14C","protein_coding","13",52598827,52607736,"q14.3"
"29232","ENSG00000253846","PCDHGA10","protein_coding","5",140792743,140892546,"q31.3"
"29233","ENSG00000253873","PCDHGA11","protein_coding","5",140800762,140891835,"q31.3"
"29234","ENSG00000253910","PCDHGB2","protein_coding","5",140739703,140892546,"q31.3"
"29235","ENSG00000253915","MAPRE1P1","pseudogene","8",136637428,136638224,"q24.23"
"29236","ENSG00000253954","HMGN1P38","pseudogene","15",93254977,93256105,"q26.1"
"29237","ENSG00000253971","CDC42P3","pseudogene","8",144077267,144077899,"q24.3"
"29238","ENSG00000253974","NRG1-IT1","sense_intronic","8",31883735,31996991,"p12"
"29240","ENSG00000254004","ZNF260","protein_coding","19",37001597,37019562,"q13.12"
"29244","ENSG00000254087","LYN","protein_coding","8",56792372,56923940,"q12.1"
"29245","ENSG00000254090","MTND2P32","pseudogene","8",32872779,32874561,"p12"
"29246","ENSG00000254093","PINX1","protein_coding","8",10622473,10697394,"p23.1"
"29247","ENSG00000254122","PCDHGB7","protein_coding","5",140797427,140892546,"q31.3"
"29248","ENSG00000254132","MTND6P3","pseudogene","5",93904634,93905175,"q15"
"29249","ENSG00000254172","RNU5A-3P","snRNA","8",30501206,30501319,"p12"
"29250","ENSG00000254206","NPIPB11","protein_coding","16",29392675,29415350,"p11.2"
"29251","ENSG00000254221","PCDHGB1","protein_coding","5",140729828,140892546,"q31.3"
"29252","ENSG00000254244","PAICSP4","pseudogene","8",4644854,4646106,"p23.2"
"29253","ENSG00000254245","PCDHGA3","protein_coding","5",140723601,140892546,"q31.3"
"29254","ENSG00000254252","RPL7P20","pseudogene","5",165455572,165456316,"q34"
"29257","ENSG00000254270","ERHP1","pseudogene","7",139218986,139219295,"q34"
"29258","ENSG00000254331","CKS1BP7","pseudogene","8",81557174,81557408,"q21.13"
"29260","ENSG00000254358","CYCSP22","pseudogene","8",51675020,51675358,"q11.21"
"29263","ENSG00000254399","GLYATL1P4","pseudogene","11",58810210,58818444,"q12.1"
"29264","ENSG00000254402","LRRC24","protein_coding","8",145747761,145752416,"q24.3"
"29265","ENSG00000254449","SF3A3P2","pseudogene","11",123468654,123470160,"q24.1"
"29266","ENSG00000254453","NAV2-AS2","antisense","11",20065392,20070849,"p15.1"
"29267","ENSG00000254454","RCC2P6","pseudogene","11",62138618,62140640,"q12.3"
"29268","ENSG00000254470","AP5B1","protein_coding","11",65543364,65548273,"q13.1"
"29269","ENSG00000254481","PTP4A2P2","pseudogene","11",133993723,133994224,"q25"
"29270","ENSG00000254500","RANP3","pseudogene","11",74363681,74363956,"q13.4"
"29271","ENSG00000254505","CHMP4A","protein_coding","14",24678789,24683075,"q12"
"29272","ENSG00000254535","PABPC4L","protein_coding","4",135117488,135122903,"q28.3"
"29273","ENSG00000254542","NAV2-AS3","antisense","11",20000245,20002883,"p15.1"
"29274","ENSG00000254543","HSPD1P2","pseudogene","8",7748525,7750077,"p23.1"
"29275","ENSG00000254565","MTND2P26","pseudogene","11",103276941,103277969,"q22.3"
"29276","ENSG00000254582","PSMA2P1","pseudogene","11",87040449,87041094,"q14.2"
"29277","ENSG00000254585","MAGEL2","protein_coding","15",23888691,23891175,"q11.2"
"29278","ENSG00000254593","OR7E126P","pseudogene","11",71614240,71615127,"q13.4"
"29279","ENSG00000254598","CSNK2A3","protein_coding","11",11373489,11374904,"p15.3"
"29280","ENSG00000254618","TMED10P1","pseudogene","8",146220272,146220926,"q24.3"
"29282","ENSG00000254635","WAC-AS1","antisense","10",28811581,28821672,"p12.1"
"29283","ENSG00000254677","OSBPL9P2","pseudogene","11",90847892,90849119,"q14.3"
"29284","ENSG00000254685","FPGT","protein_coding","1",74663896,74699770,"p31.1"
"29285","ENSG00000254703","SENCR","antisense","11",128561567,128565918,"q24.3"
"29286","ENSG00000254717","GLYATL1P2","pseudogene","11",58645775,58660933,"q12.1"
"29287","ENSG00000254726","MEX3A","protein_coding","1",156041804,156051789,"q22"
"29288","ENSG00000254748","HNRNPCP8","pseudogene","11",86735625,86736819,"q14.2"
"29289","ENSG00000254759","NAP1L1P1","pseudogene","11",125937434,125938496,"q24.2"
"29290","ENSG00000254791","FAR1-IT1","sense_intronic","11",13690874,13691696,"p15.2"
"29291","ENSG00000254793","FDPSP4","pseudogene","15",43231508,43232556,"q15.2"
"29292","ENSG00000254838","GVINP1","pseudogene","11",6734767,6767670,"p15.4"
"29294","ENSG00000254852","NPIPA2","protein_coding","16",14841923,14859270,"p13.11"
"29295","ENSG00000254856","NDUFA3P2","pseudogene","11",68256077,68256308,"q13.2"
"29296","ENSG00000254858","MPV17L2","protein_coding","19",18303992,18307758,"p13.11"
"29297","ENSG00000254860","TMEM9B-AS1","antisense","11",8986222,8999074,"p15.4"
"29299","ENSG00000254894","NAV2-AS1","antisense","11",20141230,20142178,"p15.1"
"29301","ENSG00000254911","SCARNA9","antisense","11",93454679,93455032,"q21"
"29302","ENSG00000254944","ATP5F1P5","pseudogene","11",122831035,122831794,"q24.1"
"29303","ENSG00000254985","RSF1-IT2","sense_intronic","11",77428757,77429456,"q14.1"
"29304","ENSG00000254986","DPP3","protein_coding","11",66247484,66277130,"q13.2"
"29305","ENSG00000254995","STX16-NPEPL1","protein_coding","20",57226490,57290466,"q13.32"
"29306","ENSG00000254996","ANKHD1-EIF4EBP3","protein_coding","5",139781493,139929154,"q31.3"
"29307","ENSG00000254997","KRTAP5-9","protein_coding","11",71259466,71260653,"q13.4"
"29308","ENSG00000254999","BRK1","protein_coding","3",10157276,10168874,"p25.3"
"29309","ENSG00000255003","CYCSP28","pseudogene","11",83039969,83040289,"q14.1"
"29310","ENSG00000255014","ARL6IP1P3","pseudogene","11",80364473,80365032,"q14.1"
"29311","ENSG00000255052","FAM66D","antisense","8",11973291,12008698,"p23.1"
"29312","ENSG00000255082","GRM5-AS1","antisense","11",88237744,88257222,"q14.2"
"29313","ENSG00000255112","CHMP1B","protein_coding","18",11851395,11854448,"p11.21"
"29314","ENSG00000255150","EID3","protein_coding","12",104697517,104698980,"q23.3"
"29315","ENSG00000255151","GLYATL1P3","pseudogene","11",58853780,58862259,"q12.1"
"29316","ENSG00000255153","TOLLIP-AS1","antisense","11",1330999,1331937,"p15.5"
"29317","ENSG00000255198","SNHG9","lincRNA","16",2014960,2015510,"p13.3"
"29318","ENSG00000255220","DDX18P5","pseudogene","11",130165536,130166841,"q24.3"
"29319","ENSG00000255222","SETP17","pseudogene","11",86005802,86006618,"q14.2"
"29320","ENSG00000255245","FXYD6-FXYD2","protein_coding","11",117690878,117747382,"q23.3"
"29322","ENSG00000255262","TCEB2P2","pseudogene","11",129902759,129903115,"q24.3"
"29324","ENSG00000255302","EID1","protein_coding","15",49170083,49172380,"q21.1"
"29325","ENSG00000255370","CYCSP25","pseudogene","11",31302219,31302534,"p13"
"29326","ENSG00000255374","TAS2R43","protein_coding","12",11243886,11244912,"p13.2"
"29327","ENSG00000262612","TAS2R43","protein_coding","HSCHR12_2_CTG2",11243907,11244933,"p13.2"
"29328","ENSG00000255408","PCDHA3","protein_coding","5",140180783,140391929,"q31.3"
"29329","ENSG00000272818","PCDHA3","protein_coding","HG1082_HG167_PATCH",140180783,140391929,"q31.3"
"29330","ENSG00000255409","RSF1-IT1","sense_intronic","11",77449725,77450613,"q14.1"
"29331","ENSG00000255423","EBLN2","protein_coding","3",73110810,73112488,"p13"
"29332","ENSG00000255494","LINC00681","lincRNA","8",12651752,12675800,"p23.1"
"29333","ENSG00000255529","POLR2M","protein_coding","15",57884231,58074960,"q21.3"
"29334","ENSG00000255561","FDXACB1","protein_coding","11",111744780,111751967,"q23.1"
"29335","ENSG00000262028","FDXACB1","protein_coding","HG388_HG400_PATCH",111744779,111751966,"q23.1"
"29338","ENSG00000255633","MTRNR2L9","protein_coding","6",62284008,62284534,"q11.1"
"29339","ENSG00000255642","PABPC1P4","pseudogene","12",64215801,64217675,"q14.2"
"29340","ENSG00000255664","ARL6IP1P1","pseudogene","14",22117944,22118553,"q11.2"
"29341","ENSG00000176734","TRIL","processed_transcript","7",28992974,28997934,"p14.3"
"29342","ENSG00000255717","SNHG1","processed_transcript","11",62619460,62623386,"q12.3"
"29344","ENSG00000255734","HNRNPABP1","pseudogene","12",10264337,10265070,"p13.2"
"29345","ENSG00000255737","AGAP2-AS1","protein_coding","12",58120054,58122139,"q14.1"
"29346","ENSG00000255763","MRPS18CP4","pseudogene","12",14390025,14390255,"p13.1"
"29348","ENSG00000255823","MTRNR2L8","protein_coding","11",10529434,10530723,"p15.4"
"29349","ENSG00000255857","PXN-AS1","antisense","12",120639094,120650941,"q24.23"
"29354","ENSG00000255993","PSMC1P9","pseudogene","12",18845696,18847030,"p12.3"
"29355","ENSG00000256021","TCEB1P31","pseudogene","12",21600479,21601248,"p12.1"
"29356","ENSG00000256030","CBX3P4","pseudogene","12",2896097,2903461,"p13.33"
"29357","ENSG00000263238","CTSO","protein_coding","HSCHR4_1_CTG12",156845270,156875063,"q32.1"
"29358","ENSG00000256043","CTSO","protein_coding","4",156845270,156875069,"q32.1"
"29359","ENSG00000256045","MTRNR2L10","protein_coding","X",55207824,55208944,"p11.21"
"29360","ENSG00000256053","APOPT1","protein_coding","14",104029299,104073860,"q32.33"
"29362","ENSG00000256061","DYX1C1","protein_coding","15",55702723,55800432,"q21.3"
"29363","ENSG00000256069","A2MP1","pseudogene","12",9381129,9428413,"p13.31"
"29365","ENSG00000256087","ZNF432","protein_coding","19",52534632,52598991,"q13.41"
"29366","ENSG00000256164","CCND2-AS1","antisense","12",4357931,4385350,"p13.32"
"29367","ENSG00000256167","ATF4P4","pseudogene","11",113659953,113662088,"q23.2"
"29368","ENSG00000256188","TAS2R30","protein_coding","12",11285557,11287243,"p13.2"
"29369","ENSG00000262111","TAS2R30","protein_coding","HSCHR12_2_CTG2",11317505,11319191,"p13.2"
"29370","ENSG00000262908","TAS2R30","protein_coding","HG1133_PATCH",11281895,11283582,"p13.2"
"29371","ENSG00000256222","MTRNR2L3","protein_coding","20",55933496,55934878,"q13.31"
"29372","ENSG00000256223","ZNF10","protein_coding","12",133707161,133736051,"q24.33"
"29373","ENSG00000256229","ZNF486","protein_coding","19",20278037,20311299,"p12"
"29374","ENSG00000263255","ZNF486","protein_coding","HG730_PATCH",20278037,20311299,"p12"
"29375","ENSG00000256235","SMIM3","protein_coding","5",150157508,150176296,"q33.1"
"29377","ENSG00000256262","USP30-AS1","antisense","12",109490155,109491757,"q24.11"
"29378","ENSG00000256269","HMBS","protein_coding","11",118955576,118964259,"q23.3"
"29379","ENSG00000261883","HMBS","protein_coding","HG299_PATCH",118955575,118964258,"q23.3"
"29380","ENSG00000256271","CACNA1C-AS2","antisense","12",2777666,2781386,"p13.33"
"29381","ENSG00000256274","TAS2R64P","pseudogene","12",11229368,11231770,"p13.2"
"29382","ENSG00000263083","TAS2R64P","pseudogene","HSCHR12_2_CTG2",11229368,11231770,"p13.2"
"29383","ENSG00000256294","ZNF225","protein_coding","19",44616334,44637027,"q13.31"
"29385","ENSG00000256338","RPL41P2","pseudogene","15",28560798,28561102,"q13.1"
"29386","ENSG00000263340","RPL41P2","pseudogene","HSCHR15_1_CTG4",28560798,28561102,"q13.1"
"29387","ENSG00000256340","ABCC6P1","pseudogene","16",18582484,18609650,"p12.3"
"29388","ENSG00000256356","HSPA8P5","pseudogene","12",4206617,4208685,"p13.32"
"29390","ENSG00000256420","OSBPL9P4","pseudogene","12",66957747,66962974,"q14.3"
"29391","ENSG00000256436","TAS2R31","protein_coding","12",11182986,11184006,"p13.2"
"29392","ENSG00000263097","TAS2R31","protein_coding","HSCHR12_2_CTG2",11182986,11184006,"p13.2"
"29393","ENSG00000262379","TAS2R31","protein_coding","HG1133_PATCH",11183296,11184316,"p13.2"
"29394","ENSG00000256463","SALL3","protein_coding","18",76740275,76762677,"q23"
"29395","ENSG00000263310","SALL3","protein_coding","HSCHR18_2_CTG2_1",76740275,76762678,"q23"
"29397","ENSG00000262917","POLG2","protein_coding","HG183_PATCH",62555145,62574426,"q23.3"
"29398","ENSG00000256525","POLG2","protein_coding","17",62473902,62493154,"q23.3"
"29401","ENSG00000256618","MTRNR2L1","protein_coding","17",22022437,22023991,"p11.2"
"29402","ENSG00000256628","ZBTB11-AS1","antisense","3",101395274,101398061,"q12.3"
"29404","ENSG00000256681","CCDC58P5","pseudogene","11",73561514,73562256,"q13.4"
"29405","ENSG00000256683","ZNF350","protein_coding","19",52467596,52490109,"q13.41"
"29406","ENSG00000256737","RBBP4P5","pseudogene","14",22031950,22033215,"q11.2"
"29408","ENSG00000256762","STH","protein_coding","17",44076616,44077060,"q21.31"
"29409","ENSG00000256771","ZNF253","protein_coding","19",19976695,20005483,"p13.11"
"29410","ENSG00000256777","PDCL3P7","pseudogene","12",66669720,66670431,"q14.3"
"29411","ENSG00000256817","TPT1P12","pseudogene","12",9308477,9308968,"p13.31"
"29412","ENSG00000256852","KNOP1P1","pseudogene","12",24736495,24737483,"p12.1"
"29413","ENSG00000262217","SLC5A8","protein_coding","HSCHR12_3_CTG2_1",101555447,101610166,"q23.2"
"29414","ENSG00000256870","SLC5A8","protein_coding","12",101549271,101604185,"q23.2"
"29415","ENSG00000256892","MTRNR2L7","protein_coding","10",37890366,37891859,"p11.21"
"29416","ENSG00000256896","PSMC1P8","pseudogene","12",17536286,17537581,"p12.3"
"29418","ENSG00000256968","SNRPEP2","pseudogene","9",6748703,6748981,"p24.1"
"29419","ENSG00000257021","HSPE1P20","pseudogene","12",127396580,127396868,"q24.32"
"29421","ENSG00000257093","KIAA1147","protein_coding","7",141356528,141401953,"q34"
"29422","ENSG00000262599","KIAA1147","protein_coding","HSCHR7_1_CTG6",141356528,141401956,"q34"
"29423","ENSG00000262860","LSM14A","protein_coding","HSCHR19_1_CTG3_1",34663352,34720227,"q13.11"
"29424","ENSG00000257103","LSM14A","protein_coding","19",34663409,34720420,"q13.11"
"29425","ENSG00000257119","EEF1B2P4","pseudogene","12",107295061,107295762,"q23.3"
"29426","ENSG00000257122","RRN3P3","pseudogene","16",22430090,22449036,"p12.2"
"29428","ENSG00000257151","PWAR6","lincRNA","15",25277020,25281637,"q11.2"
"29429","ENSG00000257167","TMPO-AS1","antisense","12",98906751,98910200,"q23.1"
"29430","ENSG00000257210","NACAP3","pseudogene","12",93517839,93518319,"q22"
"29431","ENSG00000257218","GATC","protein_coding","12",120884241,120899389,"q24.31"
"29436","ENSG00000257315","ZBED6","protein_coding","1",203765437,203769686,"q32.1"
"29437","ENSG00000257365","FNTB","protein_coding","14",65381203,65529368,"q23.3"
"29438","ENSG00000257446","ZNF878","protein_coding","19",12154620,12167127,"p13.2"
"29439","ENSG00000257465","TCEB1P32","pseudogene","12",117683356,117683969,"q24.22"
"29440","ENSG00000257480","MRPL2P1","pseudogene","12",90146690,90147608,"q21.33"
"29441","ENSG00000257539","HSPA8P14","pseudogene","12",111819671,111823442,"q24.12"
"29442","ENSG00000257569","GSTP1P1","pseudogene","12",56294084,56294402,"q13.2"
"29444","ENSG00000257591","ZNF625","protein_coding","19",12251032,12267546,"p13.2"
"29447","ENSG00000257666","CBX3P5","pseudogene","12",95680094,95680614,"q22"
"29449","ENSG00000257702","LBX2-AS1","antisense","2",74729722,74731805,"p13.1"
"29451","ENSG00000257720","ILF2P2","pseudogene","14",36523403,36524519,"q13.2"
"29452","ENSG00000257727","CNPY2","protein_coding","12",56703626,56710120,"q13.3"
"29453","ENSG00000257773","ST13P3","pseudogene","12",106409675,106410784,"q23.3"
"29455","ENSG00000257800","FNBP1P1","pseudogene","2",74347807,74350345,"p13.1"
"29457","ENSG00000257851","HNRNPA3P10","pseudogene","12",52106253,52107390,"q13.13"
"29459","ENSG00000257907","EEF1A1P17","pseudogene","12",44053630,44054904,"q12"
"29460","ENSG00000257923","CUX1","protein_coding","7",101458959,101927249,"q22.1"
"29461","ENSG00000259938","CUX1","protein_coding","HG115_PATCH",101459219,101927238,"q22.1"
"29462","ENSG00000257950","P2RX5-TAX1BP3","protein_coding","17",3566357,3599488,"p13.2"
"29464","ENSG00000257957","QRSL1P3","pseudogene","14",36235001,36236316,"q13.2"
"29465","ENSG00000258016","HIGD1AP1","pseudogene","12",53535837,53536111,"q13.13"
"29466","ENSG00000258057","BCDIN3D-AS1","antisense","12",50222325,50234926,"q13.12"
"29467","ENSG00000258074","VTI1BP3","pseudogene","12",53525134,53525769,"q13.13"
"29468","ENSG00000171471","MAP1LC3B2","protein_coding","12",116997186,117014425,"q24.22"
"29469","ENSG00000258153","HSPE1P4","pseudogene","12",102267094,102267401,"q23.2"
"29472","ENSG00000258282","BTF3P2","pseudogene","14",29142447,29142933,"q12"
"29473","ENSG00000258284","POLR2KP1","pseudogene","12",49987874,49988041,"q13.12"
"29474","ENSG00000258289","CHURC1","protein_coding","14",65381079,65411309,"q23.3"
"29475","ENSG00000258300","NUTF2P2","pseudogene","14",36289043,36289426,"q13.2"
"29476","ENSG00000258359","PCNPP1","pseudogene","12",112107656,112108166,"q24.12"
"29477","ENSG00000258373","SLC25A3P2","pseudogene","12",112430800,112431679,"q24.13"
"29478","ENSG00000258388","PPT2-EGFL8","protein_coding","6",32121622,32139755,"p21.32"
"29479","ENSG00000258399","MEG8","lincRNA","14",101361107,101402336,"q32.2"
"29480","ENSG00000258405","ZNF578","protein_coding","19",52956829,53015407,"q13.41"
"29481","ENSG00000258427","RBM8B","pseudogene","14",60864475,60864999,"q23.1"
"29482","ENSG00000258441","LINC00641","processed_transcript","14",21668238,21675059,"q11.2"
"29483","ENSG00000258469","CHMP4BP1","pseudogene","14",55765362,55765949,"q22.3"
"29484","ENSG00000258479","LINC00640","lincRNA","14",51800111,51832275,"q22.1"
"29485","ENSG00000258484","SPESP1","protein_coding","15",69110560,69239150,"q23"
"29486","ENSG00000258498","DIO3OS","lincRNA","14",102018558,102026768,"q32.31"
"29487","ENSG00000258501","EIF3LP1","pseudogene","14",82382575,82384232,"q31.1"
"29488","ENSG00000258548","LINC00645","lincRNA","14",28081794,28108842,"q12"
"29489","ENSG00000258563","PSMA3P","pseudogene","14",60646100,60646734,"q23.1"
"29490","ENSG00000258565","BLZF2P","pseudogene","14",69334574,69336668,"q24.1"
"29491","ENSG00000258577","SNRPGP1","pseudogene","14",51038637,51038858,"q22.1"
"29492","ENSG00000258590","NBEAP1","pseudogene","15",20862967,20893737,"q11.2"
"29493","ENSG00000258608","DNAJC19P9","pseudogene","14",45759239,45759589,"q21.2"
"29494","ENSG00000258613","RPL21P7","pseudogene","14",65733356,65734408,"q23.3"
"29495","ENSG00000258626","COX7A2P1","pseudogene","14",68119017,68119331,"q24.1"
"29496","ENSG00000258640","RPL21P5","pseudogene","14",31580775,31581445,"q12"
"29497","ENSG00000258645","HSPE1P2","pseudogene","14",64068227,64068532,"q23.2"
"29498","ENSG00000258650","HSBP1P1","pseudogene","14",58930689,58930854,"q23.1"
"29499","ENSG00000258655","ARHGAP5-AS1","antisense","14",32544625,32545999,"q12"
"29500","ENSG00000258667","HIF1A-AS2","lincRNA","14",62182276,62217815,"q23.2"
"29502","ENSG00000258708","SLC25A21-AS1","protein_coding","14",37641093,37643016,"q13.3"
"29503","ENSG00000258725","PRC1-AS1","antisense","15",91509575,91531854,"q26.1"
"29504","ENSG00000258737","SUB1P2","pseudogene","14",74772128,74772766,"q24.3"
"29505","ENSG00000258739","ENO1P2","pseudogene","15",92964090,92965965,"q26.1"
"29507","ENSG00000258769","RAP1AP","pseudogene","14",74949688,74950138,"q24.3"
